ENSPTRT00000109799.1 ENST00000297261.7 0.02913
ENSMMUT00000090541.1 ENST00000297261.7 0.05178
ENSMMUT00000090541.1 ENSPTRT00000109799.1 0.02265
ENSPPAT00000043352.1 ENST00000297261.7 0
ENSPPAT00000043352.1 ENSPTRT00000109799.1 0.02913
ENSPPAT00000043352.1 ENSMMUT00000090541.1 0.05178
ENSAMET00000046595.1 ENST00000297261.7 0.07973
ENSAMET00000046595.1 ENSPTRT00000109799.1 0.1065
ENSAMET00000046595.1 ENSMMUT00000090541.1 0.1032
ENSAMET00000046595.1 ENSPPAT00000043352.1 0.07973
ENSDLET00000022460.1 ENST00000297261.7 0.1165
ENSDLET00000022460.1 ENSPTRT00000109799.1 0.09061
ENSDLET00000022460.1 ENSMMUT00000090541.1 0.08738
ENSDLET00000022460.1 ENSPPAT00000043352.1 0.1165
ENSDLET00000022460.1 ENSAMET00000046595.1 0.09709
SHH_Indri_startcodon_to_exon1_end(-) ENST00000297261.7 0.06667
SHH_Indri_startcodon_to_exon1_end(-) ENSPTRT00000109799.1 0.09385
SHH_Indri_startcodon_to_exon1_end(-) ENSMMUT00000090541.1 0.1003
SHH_Indri_startcodon_to_exon1_end(-) ENSPPAT00000043352.1 0.06667
SHH_Indri_startcodon_to_exon1_end(-) ENSAMET00000046595.1 0.08
SHH_Indri_startcodon_to_exon1_end(-) ENSDLET00000022460.1 0.1036
SHH_Semnopithecus_johnii_startcodon_to_exon1_end(-) ENST00000297261.7 0.01667
SHH_Semnopithecus_johnii_startcodon_to_exon1_end(-) ENSPTRT00000109799.1 0.04531
SHH_Semnopithecus_johnii_startcodon_to_exon1_end(-) ENSMMUT00000090541.1 0.0356
SHH_Semnopithecus_johnii_startcodon_to_exon1_end(-) ENSPPAT00000043352.1 0.01667
SHH_Semnopithecus_johnii_startcodon_to_exon1_end(-) ENSAMET00000046595.1 0.06977
SHH_Semnopithecus_johnii_startcodon_to_exon1_end(-) ENSDLET00000022460.1 0.1068
SHH_Semnopithecus_johnii_startcodon_to_exon1_end(-) SHH_Indri_startcodon_to_exon1_end(-) 0.06667
