ENSAMET00000046595.1	ENSDLET00000022460.1	300	21	0	279	9I300M
ENSAMET00000046595.1	SHH_Semnopithecus_johnii_startcodon_to_exon1_end(-)	300	21	0	279	300M
ENSAMET00000046595.1	SHH_Indri_startcodon_to_exon1_end(-)	300	24	0	276	300M
ENSMMUT00000090541.1	SHH_Semnopithecus_johnii_startcodon_to_exon1_end(-)	300	2	0	298	9D300M
ENSMMUT00000090541.1	ENSPPAT00000043352.1	300	7	0	293	9D300M
ENSMMUT00000090541.1	SHH_Indri_startcodon_to_exon1_end(-)	300	22	0	278	9D300M
ENSMMUT00000090541.1	ENSAMET00000046595.1	300	23	0	277	9D300M
ENSMMUT00000090541.1	ENSDLET00000022460.1	309	27	0	282	309M
ENSDLET00000022460.1	SHH_Indri_startcodon_to_exon1_end(-)	300	23	0	277	9D300M
ENSDLET00000022460.1	SHH_Semnopithecus_johnii_startcodon_to_exon1_end(-)	300	24	0	276	9D300M
ENST00000297261.7	ENSPTRT00000109799.1	300	0	0	300	9I300M
ENST00000297261.7	ENSPPAT00000043352.1	300	0	0	300	300M
ENST00000297261.7	SHH_Semnopithecus_johnii_startcodon_to_exon1_end(-)	300	5	0	295	300M
ENST00000297261.7	ENSMMUT00000090541.1	300	7	0	293	9I300M
ENST00000297261.7	SHH_Indri_startcodon_to_exon1_end(-)	300	20	0	280	300M
ENST00000297261.7	ENSAMET00000046595.1	300	24	0	276	300M
ENST00000297261.7	ENSDLET00000022460.1	300	27	0	273	9I300M
ENSPTRT00000109799.1	ENSPPAT00000043352.1	300	0	0	300	9D300M
ENSPTRT00000109799.1	SHH_Semnopithecus_johnii_startcodon_to_exon1_end(-)	300	5	0	295	9D300M
ENSPTRT00000109799.1	ENSMMUT00000090541.1	309	7	0	302	309M
ENSPTRT00000109799.1	SHH_Indri_startcodon_to_exon1_end(-)	300	20	0	280	9D300M
ENSPTRT00000109799.1	ENSAMET00000046595.1	300	24	0	276	9D300M
ENSPTRT00000109799.1	ENSDLET00000022460.1	309	28	0	281	309M
ENSPPAT00000043352.1	SHH_Semnopithecus_johnii_startcodon_to_exon1_end(-)	300	5	0	295	300M
ENSPPAT00000043352.1	SHH_Indri_startcodon_to_exon1_end(-)	300	20	0	280	300M
ENSPPAT00000043352.1	ENSAMET00000046595.1	300	24	0	276	300M
ENSPPAT00000043352.1	ENSDLET00000022460.1	300	27	0	273	9I300M
SHH_Indri_startcodon_to_exon1_end(-)	SHH_Semnopithecus_johnii_startcodon_to_exon1_end(-)	300	20	0	280	300M
