ENSPTRT00000109799.1 ENST00000297261.7 0.02913
ENSMMUT00000090541.1 ENST00000297261.7 1
ENSMMUT00000090541.1 ENSPTRT00000109799.1 1
ENSPPAT00000043352.1 ENST00000297261.7 0
ENSPPAT00000043352.1 ENSPTRT00000109799.1 0.02913
ENSPPAT00000043352.1 ENSMMUT00000090541.1 1
ENSAMET00000046595.1 ENST00000297261.7 1
ENSAMET00000046595.1 ENSPTRT00000109799.1 1
ENSAMET00000046595.1 ENSMMUT00000090541.1 1
ENSAMET00000046595.1 ENSPPAT00000043352.1 1
ENSDLET00000022460.1 ENST00000297261.7 1
ENSDLET00000022460.1 ENSPTRT00000109799.1 1
ENSDLET00000022460.1 ENSMMUT00000090541.1 1
ENSDLET00000022460.1 ENSPPAT00000043352.1 1
ENSDLET00000022460.1 ENSAMET00000046595.1 1
SHH_Indri_startcodon_to_exon1_end(-) ENST00000297261.7 1
SHH_Indri_startcodon_to_exon1_end(-) ENSPTRT00000109799.1 1
SHH_Indri_startcodon_to_exon1_end(-) ENSMMUT00000090541.1 1
SHH_Indri_startcodon_to_exon1_end(-) ENSPPAT00000043352.1 1
SHH_Indri_startcodon_to_exon1_end(-) ENSAMET00000046595.1 1
SHH_Indri_startcodon_to_exon1_end(-) ENSDLET00000022460.1 1
SHH_Semnopithecus_johnii_startcodon_to_exon1_end(-) ENST00000297261.7 1
SHH_Semnopithecus_johnii_startcodon_to_exon1_end(-) ENSPTRT00000109799.1 1
SHH_Semnopithecus_johnii_startcodon_to_exon1_end(-) ENSMMUT00000090541.1 1
SHH_Semnopithecus_johnii_startcodon_to_exon1_end(-) ENSPPAT00000043352.1 1
SHH_Semnopithecus_johnii_startcodon_to_exon1_end(-) ENSAMET00000046595.1 1
SHH_Semnopithecus_johnii_startcodon_to_exon1_end(-) ENSDLET00000022460.1 1
SHH_Semnopithecus_johnii_startcodon_to_exon1_end(-) SHH_Indri_startcodon_to_exon1_end(-) 1
