ENSPPAT00000043352.1	SHH_Semnopithecus_johnii_startcodon_to_exon1_end(-)	300	300	5	0	300M
ENSPPAT00000043352.1	SHH_Indri_startcodon_to_exon1_end(-)	300	300	20	0	300M
ENSPPAT00000043352.1	ENSAMET00000046595.1	300	300	24	0	300M
ENSPPAT00000043352.1	ENSDLET00000022460.1	300	309	27	0	9I300M
SHH_Indri_startcodon_to_exon1_end(-)	SHH_Semnopithecus_johnii_startcodon_to_exon1_end(-)	300	300	20	0	300M
ENSDLET00000022460.1	SHH_Indri_startcodon_to_exon1_end(-)	309	300	23	0	9D300M
ENSDLET00000022460.1	SHH_Semnopithecus_johnii_startcodon_to_exon1_end(-)	309	300	24	0	9D300M
ENSMMUT00000090541.1	SHH_Semnopithecus_johnii_startcodon_to_exon1_end(-)	309	300	2	0	9D300M
ENSMMUT00000090541.1	ENSPPAT00000043352.1	309	300	7	0	9D300M
ENSMMUT00000090541.1	SHH_Indri_startcodon_to_exon1_end(-)	309	300	22	0	9D300M
ENSMMUT00000090541.1	ENSAMET00000046595.1	309	300	23	0	9D300M
ENSMMUT00000090541.1	ENSDLET00000022460.1	309	309	27	0	309M
ENSAMET00000046595.1	ENSDLET00000022460.1	300	309	21	0	9I300M
ENSAMET00000046595.1	SHH_Semnopithecus_johnii_startcodon_to_exon1_end(-)	300	300	21	0	300M
ENSAMET00000046595.1	SHH_Indri_startcodon_to_exon1_end(-)	300	300	24	0	300M
ENSPTRT00000109799.1	ENSPPAT00000043352.1	309	300	0	0	9D300M
ENSPTRT00000109799.1	SHH_Semnopithecus_johnii_startcodon_to_exon1_end(-)	309	300	5	0	9D300M
ENSPTRT00000109799.1	ENSMMUT00000090541.1	309	309	7	0	309M
ENSPTRT00000109799.1	SHH_Indri_startcodon_to_exon1_end(-)	309	300	20	0	9D300M
ENSPTRT00000109799.1	ENSAMET00000046595.1	309	300	24	0	9D300M
ENSPTRT00000109799.1	ENSDLET00000022460.1	309	309	28	0	309M
ENST00000297261.7	ENSPTRT00000109799.1	300	309	0	0	9I300M
ENST00000297261.7	ENSPPAT00000043352.1	300	300	0	0	300M
ENST00000297261.7	SHH_Semnopithecus_johnii_startcodon_to_exon1_end(-)	300	300	5	0	300M
ENST00000297261.7	ENSMMUT00000090541.1	300	309	7	0	9I300M
ENST00000297261.7	SHH_Indri_startcodon_to_exon1_end(-)	300	300	20	0	300M
ENST00000297261.7	ENSAMET00000046595.1	300	300	24	0	300M
ENST00000297261.7	ENSDLET00000022460.1	300	309	27	0	9I300M
