chr1	17754821	17756038	histone_chip_q1_signal_tagalign_gz_peak_40	14	.	3.31272	4.13874	1.45451
chr1	32350758	32350958	histone_chip_q1_signal_tagalign_gz_peak_73	13	.	3.16973	3.93845	1.31168
chr1	46393030	46394272	histone_chip_q1_signal_tagalign_gz_peak_136	15	.	3.42999	4.3229	1.56704
chr1	211207037	211207256	histone_chip_q1_signal_tagalign_gz_peak_661	13	.	3.29413	4.02467	1.35004
chr1	222064755	222065186	histone_chip_q1_signal_tagalign_gz_peak_715	19	.	3.50733	4.73418	1.90299
chr1	228301483	228303546	histone_chip_q1_signal_tagalign_gz_peak_832	25	.	3.93727	5.64234	2.59752
chr1	234645814	234646270	histone_chip_q1_signal_tagalign_gz_peak_923	12	.	2.82068	3.84943	1.25641
chr1	247104677	247106490	histone_chip_q1_signal_tagalign_gz_peak_1030	24	.	3.41943	5.49768	2.4651
chr1	247184627	247185762	histone_chip_q1_signal_tagalign_gz_peak_1062	16	.	3.4562	4.48597	1.69485
chr10	6292616	6295137	histone_chip_q1_signal_tagalign_gz_peak_1167	20	.	3.24819	4.95461	2.05464
chr10	43642287	43646544	histone_chip_q1_signal_tagalign_gz_peak_1507	27	.	3.92697	5.89002	2.76629
chr10	45000233	45000700	histone_chip_q1_signal_tagalign_gz_peak_1512	18	.	3.18201	4.73206	1.89169
chr10	131776697	131777259	histone_chip_q1_signal_tagalign_gz_peak_1932	19	.	3.68344	4.87355	1.96966
chr11	2646360	2653164	histone_chip_q1_signal_tagalign_gz_peak_2011	21	.	3.60399	5.10658	2.19178
chr11	45354772	45355394	histone_chip_q1_signal_tagalign_gz_peak_2294	19	.	3.17593	4.76441	1.9158
chr11	69424683	69425624	histone_chip_q1_signal_tagalign_gz_peak_2428	25	.	3.60578	5.54368	2.51999
chr12	68627125	68627372	histone_chip_q1_signal_tagalign_gz_peak_3056	17	.	3.16307	4.59311	1.79771
chr12	132888050	132890046	histone_chip_q1_signal_tagalign_gz_peak_3486	74	.	5.03307	11.1866	7.40053
chr12	133033562	133033952	histone_chip_q1_signal_tagalign_gz_peak_3557	15	.	3.31078	4.25463	1.52668
chr12	133077247	133080046	histone_chip_q1_signal_tagalign_gz_peak_3577	54	.	4.40965	8.93715	5.40355
chr12	133130812	133132052	histone_chip_q1_signal_tagalign_gz_peak_3598	30	.	3.58568	6.24983	3.05051
chr12	133179799	133181350	histone_chip_q1_signal_tagalign_gz_peak_3628	50	.	4.58714	8.64279	5.0669
chr14	50068098	50068800	histone_chip_q1_signal_tagalign_gz_peak_3851	29	.	4.04718	6.20452	2.99747
chr14	50471124	50473249	histone_chip_q1_signal_tagalign_gz_peak_3854	17	.	3.1572	4.47103	1.70566
chr14	94617104	94619295	histone_chip_q1_signal_tagalign_gz_peak_4124	22	.	3.61094	5.26606	2.29453
chr15	20282718	20282924	histone_chip_q1_signal_tagalign_gz_peak_4345	27	.	4.17346	5.93013	2.76194
chr15	20343639	20345938	histone_chip_q1_signal_tagalign_gz_peak_4350	25	.	3.60345	5.53974	2.51079
chr15	25069881	25070417	histone_chip_q1_signal_tagalign_gz_peak_4388	14	.	3.34873	4.09798	1.40248
chr15	60593000	60593363	histone_chip_q1_signal_tagalign_gz_peak_4639	12	.	2.7721	3.78159	1.222
chr15	63105527	63106374	histone_chip_q1_signal_tagalign_gz_peak_4656	21	.	3.19805	5.11558	2.1845
chr15	79876961	79878690	histone_chip_q1_signal_tagalign_gz_peak_4825	26	.	3.42367	5.73562	2.64646
chr15	101334567	101335031	histone_chip_q1_signal_tagalign_gz_peak_4992	19	.	3.41288	4.77318	1.93215
chr16	3288271	3293910	histone_chip_q1_signal_tagalign_gz_peak_5022	44	.	4.41319	8.00136	4.44011
chr16	3304142	3305380	histone_chip_q1_signal_tagalign_gz_peak_5027	62	.	4.61551	10.0396	6.2097
chr16	3310240	3312393	histone_chip_q1_signal_tagalign_gz_peak_5029	22	.	3.53248	5.13082	2.20192
chr16	4538982	4540330	histone_chip_q1_signal_tagalign_gz_peak_5086	29	.	3.49057	6.10279	2.92656
chr16	19400786	19401688	histone_chip_q1_signal_tagalign_gz_peak_5159	18	.	3.57787	4.71948	1.88241
chr16	19401934	19402135	histone_chip_q1_signal_tagalign_gz_peak_5160	21	.	3.8003	5.06615	2.10904
chr16	30096781	30097926	histone_chip_q1_signal_tagalign_gz_peak_5208	17	.	3.09977	4.49483	1.72594
chr16	31894484	31895829	histone_chip_q1_signal_tagalign_gz_peak_5247	18	.	3.4455	4.62736	1.82319
chr16	71453947	71454371	histone_chip_q1_signal_tagalign_gz_peak_5425	21	.	3.75801	5.11315	2.18175
chr16	84467200	84467932	histone_chip_q1_signal_tagalign_gz_peak_5491	27	.	3.62773	5.81925	2.71101
chr16	89225205	89232898	histone_chip_q1_signal_tagalign_gz_peak_5552	25	.	3.87802	5.63847	2.59443
chr17	5076520	5078083	histone_chip_q1_signal_tagalign_gz_peak_5607	42	.	3.94304	7.64187	4.2021
chr17	5078557	5079579	histone_chip_q1_signal_tagalign_gz_peak_5608	22	.	3.13524	5.16427	2.24177
chr17	5110522	5111517	histone_chip_q1_signal_tagalign_gz_peak_5620	31	.	3.5876	6.38737	3.14016
chr17	5177428	5188604	histone_chip_q1_signal_tagalign_gz_peak_5638	38	.	3.99608	7.25541	3.88652
chr17	5192125	5193105	histone_chip_q1_signal_tagalign_gz_peak_5640	34	.	3.38845	6.82752	3.49656
chr17	16617428	16617852	histone_chip_q1_signal_tagalign_gz_peak_5828	25	.	3.62862	5.58589	2.5283
chr17	41139897	41140833	histone_chip_q1_signal_tagalign_gz_peak_6044	17	.	3.25736	4.48841	1.70282
chr17	49425033	49425278	histone_chip_q1_signal_tagalign_gz_peak_6101	15	.	3.12734	4.23056	1.5327
chr17	58691723	58692223	histone_chip_q1_signal_tagalign_gz_peak_6154	35	.	3.69896	6.89247	3.55773
chr17	59565110	59565401	histone_chip_q1_signal_tagalign_gz_peak_6163	18	.	2.85701	4.69726	1.86318
chr18	8412083	8412311	histone_chip_q1_signal_tagalign_gz_peak_6488	19	.	3.72842	4.8284	1.93574
chr18	70429951	70430428	histone_chip_q1_signal_tagalign_gz_peak_6586	19	.	3.35051	4.86065	1.99039
chr19	9322722	9323730	histone_chip_q1_signal_tagalign_gz_peak_6714	39	.	4.4767	7.2204	3.92033
chr19	9406576	9408202	histone_chip_q1_signal_tagalign_gz_peak_6730	30	.	4.24269	6.27941	3.05624
chr19	12552441	12552986	histone_chip_q1_signal_tagalign_gz_peak_6824	13	.	3.25825	3.95311	1.30605
chr19	12580397	12581068	histone_chip_q1_signal_tagalign_gz_peak_6826	14	.	3.35953	4.15044	1.45414
chr19	22052588	22052830	histone_chip_q1_signal_tagalign_gz_peak_6909	25	.	4.04498	5.70558	2.59932
chr19	23763096	23763421	histone_chip_q1_signal_tagalign_gz_peak_7010	16	.	3.48693	4.47082	1.67362
chr19	27861088	27861468	histone_chip_q1_signal_tagalign_gz_peak_7073	14	.	3.36441	4.09519	1.40259
chr19	34674544	34677013	histone_chip_q1_signal_tagalign_gz_peak_7214	51	.	3.39077	8.56859	5.13243
chr19	34678082	34682287	histone_chip_q1_signal_tagalign_gz_peak_7215	60	.	3.91997	9.74343	6.05585
chr19	34771579	34773169	histone_chip_q1_signal_tagalign_gz_peak_7242	28	.	3.36185	5.9529	2.82274
chr19	34839134	34839334	histone_chip_q1_signal_tagalign_gz_peak_7254	12	.	2.99531	3.8395	1.23677
chr19	34955510	34960727	histone_chip_q1_signal_tagalign_gz_peak_7282	45	.	4.00411	8.10432	4.5436
chr19	35585928	35586335	histone_chip_q1_signal_tagalign_gz_peak_7313	16	.	3.11837	4.40011	1.64929
chr19	36234378	36247042	histone_chip_q1_signal_tagalign_gz_peak_7327	58	.	4.16074	9.62063	5.86899
chr19	36327106	36332557	histone_chip_q1_signal_tagalign_gz_peak_7348	27	.	3.83869	5.91496	2.78075
chr19	36375899	36378131	histone_chip_q1_signal_tagalign_gz_peak_7372	21	.	3.10987	5.02478	2.11548
chr19	36416930	36420465	histone_chip_q1_signal_tagalign_gz_peak_7393	26	.	3.36895	5.67489	2.61404
chr19	36421566	36423419	histone_chip_q1_signal_tagalign_gz_peak_7395	18	.	3.21024	4.70849	1.87052
chr19	36571773	36573162	histone_chip_q1_signal_tagalign_gz_peak_7459	35	.	3.49724	6.86226	3.52782
chr19	36604190	36604659	histone_chip_q1_signal_tagalign_gz_peak_7475	24	.	3.57122	5.43734	2.42829
chr19	36604911	36606041	histone_chip_q1_signal_tagalign_gz_peak_7476	26	.	3.77094	5.76576	2.67146
chr19	36667931	36672633	histone_chip_q1_signal_tagalign_gz_peak_7500	21	.	3.12961	5.04074	2.12711
