READ_33	ref|NC_013993.1|	100.000	75	0	0	1	75	11319	11393	1.72e-32	139	Homo sp. Altai mitochondrion, complete genome	100	0	N/A	N/A
READ_33	ref|NC_012920.1|	100.000	75	0	0	1	75	11317	11391	1.72e-32	139	Homo sapiens mitochondrion, complete genome	100	0	N/A	N/A
READ_33	ref|NC_011137.1|	98.667	75	1	0	1	75	11312	11386	8.00e-31	134	Homo sapiens neanderthalensis mitochondrion, complete genome	100	0	N/A	N/A
READ_33	ref|NC_023100.1|	98.667	75	1	0	1	75	11316	11390	8.00e-31	134	Homo heidelbergensis mitochondrion, complete genome	100	0	N/A	N/A
READ_33	ref|NC_001644.1|	90.667	75	7	0	1	75	10736	10810	8.12e-21	100	Pan paniscus mitochondrion, complete genome	100	0	N/A	N/A
READ_291	ref|NC_012920.1|	100.000	75	0	0	1	75	8523	8597	1.72e-32	139	Homo sapiens mitochondrion, complete genome	100	0	N/A	N/A
READ_291	ref|NC_011137.1|	100.000	75	0	0	1	75	8518	8592	1.72e-32	139	Homo sapiens neanderthalensis mitochondrion, complete genome	100	0	N/A	N/A
READ_291	ref|NC_013993.1|	98.667	75	1	0	1	75	8525	8599	8.00e-31	134	Homo sp. Altai mitochondrion, complete genome	100	0	N/A	N/A
READ_291	ref|NC_023100.1|	98.667	75	1	0	1	75	8522	8596	8.00e-31	134	Homo heidelbergensis mitochondrion, complete genome	100	0	N/A	N/A
READ_291	ref|NC_001644.1|	97.333	75	2	0	1	75	7942	8016	3.72e-29	128	Pan paniscus mitochondrion, complete genome	100	0	N/A	N/A
READ_1935	ref|NC_013993.1|	100.000	75	0	0	1	75	6810	6736	1.72e-32	139	Homo sp. Altai mitochondrion, complete genome	100	0	N/A	N/A
READ_1935	ref|NC_012920.1|	100.000	75	0	0	1	75	6808	6734	1.72e-32	139	Homo sapiens mitochondrion, complete genome	100	0	N/A	N/A
READ_1935	ref|NC_011137.1|	100.000	75	0	0	1	75	6803	6729	1.72e-32	139	Homo sapiens neanderthalensis mitochondrion, complete genome	100	0	N/A	N/A
READ_1935	ref|NC_023100.1|	100.000	75	0	0	1	75	6807	6733	1.72e-32	139	Homo heidelbergensis mitochondrion, complete genome	100	0	N/A	N/A
