position_0based	entropy_bits
0	1.98759592878
1	1.94670928932
2	1.97489638588
3	1.99045479639
4	1.94100393686
5	1.77687590564
6	1.77730861399
7	1.96706257613
8	1.6826964862
9	1.98870074533
10	1.9696244297
11	1.99249347873
12	1.97427793627
13	1.92433365851
14	1.71920169566
15	1.9752272805
16	1.74535406548
17	1.68905468481
18	1.95539303732
19	1.96285588049
20	1.953770553
21	1.28236868617
22	1.96967017709
23	1.97652540555
24	1.99268145577
25	1.73998975462
26	1.69713013018
27	1.95307471119
28	1.99035504645
29	1.98003780723
30	1.97449119475
31	1.99935197487
32	1.92897220259
33	1.68828557839
34	1.98773110715
35	1.71679583035
36	1.71646545168
37	1.39562132556
38	1.97273662775
39	1.8041243209
40	1.93995277889
41	1.67833999367
42	1.72602803104
43	1.69008830054
44	1.98349620635
45	1.72655997337
46	1.96994913295
47	1.96487151716
48	1.72924324669
49	1.96578336918
50	1.91335514599
51	1.72612072968
52	1.97750054718
53	1.69974719017
54	1.96207473529
55	1.93984907336
56	1.68984047354
57	1.94704310764
58	1.96279671846
59	1.41619449219
60	1.91988635914
61	1.98819374048
62	1.95134198598
63	1.98244780011
64	1.99470362778
65	1.99615103377
66	1.70373237216
67	1.67550468769
68	1.71220991297
69	1.5071405518
70	1.52765928593
71	1.22022000356
72	1.31979486272
73	1.06860852571
74	1.3061428799
75	0.845438592478
76	1.01269464415
77	0.668726031756
78	0.65314616641
79	0.481294566327
80	0.56491278915
81	1.41418668073
82	1.56060273468
83	0.597881390368
84	1.66447939589
85	1.29479709843
86	0.38313860703
87	0.508447316232
88	0.634839387147
89	1.21848538654
90	0.557842797352
91	0.364797474233
92	1.28634716083
93	0.428167319657
94	1.16896418611
95	0.632088481651
96	0.30277846654
97	0.204975716613
98	0.214846187907
99	0.30392789109
100	0.29396538758
101	0.127394353558
102	0.379733307547
103	0.177454923835
104	0.33359324303
105	1.09192636347
106	0.388416539607
107	0.312284592588
108	0.147270721734
109	0.388811411773
110	0.175282481985
111	0.184955753672
112	0.151895388961
113	0.162784083539
114	0.32638964221
115	0.343523521291
116	0.361305194525
117	0.186065450229
118	0.443734114322
119	0.275608561366
120	0.589978013639
121	0.37421103062
122	0.169998809487
123	0.26941237042
124	0.206084166296
125	0.900111275248
126	0.241594993561
127	0.231912499304
128	0.0961980228078
129	0.272371783383
130	0.262094917085
131	0.279803626679
132	1.17009909962
133	1.13189186386
134	0.115261944942
135	0.264319684657
136	0.281814447833
137	0.367407783912
138	1.19132923998
139	0.215201977016
140	0.286242227171
141	1.3012706114
142	1.12766745401
143	0.31886851842
144	0.169753992184
145	0.146689011916
146	0.264089786848
147	0.186837544842
148	1.10909719732
149	1.12149379279
150	0.105223306862
151	0.355307428563
152	0.332949039016
153	0.151156669731
154	0.273719761903
155	0.198887788746
156	0.279307822194
157	0.298974618762
158	0.241059762054
159	0.295977154638
160	0.343245403847
161	0.0861257513709
162	1.17391419076
163	0.939154432682
164	0.130253780107
165	0.269319714767
166	0.174551781446
167	0.411734678337
168	0.354125563786
169	0.141346972806
170	0.392466215087
171	0.348132935806
172	0.298858100516
173	0.24616867868
174	0.303907683128
175	0.238653595781
176	0.468606761238
177	0.337132559994
178	0.145117326963
179	0.208050293458
180	0.284494109516
181	0.324934754975
182	0.623331770004
183	0.401471699638
184	0.377528103002
185	1.21410361256
186	0.247991802268
187	0.0868365986626
188	0.106349105295
189	0.133143153135
190	0.437098894665
191	0.478799399032
192	0.389251171412
193	1.13721618876
194	0.39041755775
195	0.261344363299
196	0.3372653306
197	0.160185941632
198	0.368403434474
199	0.208356014118
200	0.208109863949
201	0.345646045177
202	0.242368958486
203	0.266560747584
204	0.125032386826
205	0.1234034424
206	0.153345148963
207	0.270117262813
208	0.276801519023
209	0.18998613872
210	0.383397784885
211	0.131855540525
212	0.147172863606
213	0.10498729292
214	0.156344934853
215	0.272354714105
216	0.274414184851
217	0.159883746617
218	0.323124272111
219	0.295870783368
220	0.308349178082
221	1.22711917359
222	0.284662802999
223	0.391055742371
224	1.19760161924
225	1.23707748502
226	0.208871811586
227	0.544445950789
228	0.374933271762
229	0.22411811658
230	0.303945884774
231	0.391611848273
232	1.14050535695
233	0.424401759517
234	0.455367794748
235	0.40288032354
236	0.476974878085
237	0.355620007031
238	0.340885909366
239	0.281186517677
240	0.152713101972
241	0.446827824237
242	0.181957687609
243	0.169673998753
244	0.339275033867
245	0.157313229424
246	0.354854404763
247	0.370720814703
248	0.274056546929
249	0.140526873535
250	0.259608198438
251	0.332052536453
252	0.164878670993
253	0.273269919781
254	0.28435667388
255	0.201094068183
256	0.365982090732
257	1.28012680633
258	0.252799598771
259	0.282601891898
260	0.12182518986
261	0.292629297361
262	0.318702361682
263	0.23574214448
264	0.165176415957
265	0.232195711735
266	0.133873477461
267	0.278830957299
268	0.311660446051
269	0.293948963236
270	0.183461009458
271	0.447718608377
272	0.41765500911
273	0.17359413905
274	0.308050444218
275	0.111830514845
276	0.159827658775
277	0.156729939514
278	1.24943899603
279	1.28034135468
280	0.322740922783
281	0.214793432229
282	0.219297571864
283	0.258844444984
284	0.113684681302
285	0.167568038947
286	0.430571379143
287	0.393918221612
288	0.336526063176
289	1.20441548588
290	0.269764139435
291	0.379523402722
292	0.203679741347
293	0.41513413041
294	0.4448148533
295	1.1994745963
296	0.345566481703
297	0.286788508563
298	0.154312669612
299	0.368909794394
300	0.421796136365
301	0.330822731512
302	0.159361220328
303	0.33373203303
304	0.334770442778
305	1.33354392975
306	0.27082686323
307	0.228523989628
308	0.294140917373
309	0.128832547727
310	0.289863020915
311	0.287713861216
312	1.23574909103
313	1.14280545293
314	0.137619184355
315	0.292176789508
316	0.220428637265
317	0.459713796336
318	1.46678774648
319	0.351289247406
320	0.384158206176
321	1.19113928514
322	0.340344207012
323	0.232680186862
324	0.217083703693
325	0.628495893061
326	0.272365742492
327	0.881016815445
328	0.39217027594
329	0.266153256191
330	0.334785362273
331	0.26096944112
332	0.332336651792
333	0.478587903368
334	0.164713492406
335	0.294345770208
336	0.315355170837
337	0.290019675612
338	0.170378117224
339	0.321992196312
340	0.252091331219
341	0.276083147491
342	0.374161241642
343	0.319654264156
344	0.205599605177
345	0.535330483332
346	0.222129653171
347	0.200970821116
348	0.444916194077
349	0.18368383448
350	0.425761067394
351	1.31293791443
