metric	value
torch_version	2.2.0+cpu
transformers_version	4.38.1
model_name	kuleshov-group/caduceus-ph_seqlen-131k_d_model-256_n_layer-16
model_revision	b0477522ac5d044ad03578aa724ec8e4bdbd405b
mamba_backend	official_equations_torch_cpu_reference
model_vocab_size	16
tokenizer_vocab_size	12
sequence_length	1000
encoded_length	1001
terminal_token_id	1
sep_token_id	1
mask_token_id	3
base_token_ids	7,8,9,10
position_0_original	A
position_0_base_mass	1
position_0_nonbase_mass	0
position_0_entropy_all_vocab_bits	1.98759627342
position_0_entropy_acgt_conditional_bits	1.987596035
position_0_acgt_conditional_probs	0.298256963491,0.227517023683,0.261416137218,0.212809920311
position_250_original	G
position_250_base_mass	0.999999821186
position_250_nonbase_mass	1.78813934326e-07
position_250_entropy_all_vocab_bits	0.259615510702
position_250_entropy_acgt_conditional_bits	0.259608387947
position_250_acgt_conditional_probs	0.0205886662006,0.00874764658511,0.965981960297,0.00468171527609
position_500_original	A
position_500_base_mass	0.999999701977
position_500_nonbase_mass	2.98023223877e-07
position_500_entropy_all_vocab_bits	1.79153704643
position_500_entropy_acgt_conditional_bits	1.79153013229
position_500_acgt_conditional_probs	0.15492784977,0.489351630211,0.133690848947,0.222029685974
position_750_original	C
position_750_base_mass	0.999999880791
position_750_nonbase_mass	1.19209289551e-07
position_750_entropy_all_vocab_bits	1.60250759125
position_750_entropy_acgt_conditional_bits	1.60250377655
position_750_acgt_conditional_probs	0.255500376225,0.0199204478413,0.497302860022,0.227276325226
position_999_original	T
position_999_base_mass	0.999999821186
position_999_nonbase_mass	1.78813934326e-07
position_999_entropy_all_vocab_bits	1.95980739594
position_999_entropy_acgt_conditional_bits	1.95980191231
position_999_acgt_conditional_probs	0.237989425659,0.161362245679,0.304795175791,0.29585313797
