chr1	248956422	79	0
chr2	242193529	174	0
chr3	198295559	46	0
chr4	190214555	140	0
chr5	181538259	38	0
chr6	170805979	53	0
chr7	159345973	43	0
chr8	145138636	36	0
chr9	138394717	77	0
chr10	133797422	57	0
chr11	135086622	29	0
chr12	133275309	36	0
chr13	114364328	60	0
chr14	107043718	2622	0
chr15	101991189	37	0
chr16	90338345	37	0
chr17	83257441	21	0
chr18	80373285	27	0
chr19	58617616	32	0
chr20	64444167	60	0
chr21	46709983	866	0
chr22	50818468	327491	0
chrX	156040895	35	0
chrY	57227415	26	0
chrM	16569	0	0
*	0	0	1
