chr1	21178586	21178587	snp_3	Unmap
chr1	31681613	31681614	snp_7	Unmap
chr1	89742560	89742561	snp_10	Unmap
chr1	89767603	89767604	snp_11	Unmap
chr1	153484203	153484204	snp_16	Unmap
chr1	153583065	153583066	snp_17	Unmap
chr1	158104395	158104396	snp_19	Unmap
chr1	158497183	158497184	snp_20	Unmap
chr1	203074801	203074802	snp_25	Unmap
chr1	234451145	234451146	snp_26	Unmap
chr1	234510354	234510355	snp_27	Unmap
chr1	244481087	244481088	snp_29	Unmap
chr1	246199762	246199763	snp_30	Unmap
chr10	835166	835167	snp_32	Unmap
chr10	1282827	1282828	snp_34	Unmap
chr10	4657846	4657847	snp_36	Unmap
chr10	14711811	14711812	snp_40	Unmap
chr10	14738118	14738119	snp_42	Unmap
chr10	14779490	14779491	snp_43	Unmap
chr10	15033504	15033505	snp_44	Unmap
chr10	15064273	15064274	snp_45	Unmap
chr10	28175300	28175301	snp_46	Unmap
chr10	28188642	28188643	snp_47	Unmap
chr10	51505476	51505477	snp_52	Unmap
chr10	51540905	51540906	snp_53	Unmap
chr10	103883526	103883527	snp_57	Unmap
chr10	134706182	134706183	snp_62	Unmap
chr10	134726840	134726841	snp_63	Unmap
chr10	134749427	134749428	snp_64	Unmap
chr10	134775519	134775520	snp_65	Unmap
chr10	135067054	135067055	snp_66	Unmap
chr10	135094208	135094209	snp_67	Unmap
chr11	18520950	18520951	snp_73	Unmap
chr11	63380641	63380642	snp_78	Unmap
chr11	67917029	67917030	snp_80	Unmap
chr11	73700409	73700410	snp_83	Unmap
chr11	118679303	118679304	snp_87	Unmap
chr11	124200202	124200203	snp_88	Unmap
chr11	124224031	124224032	snp_89	Unmap
chr11	129186097	129186098	snp_90	Unmap
chr11	129214457	129214458	snp_91	Unmap
chr12	1778133	1778134	snp_96	Unmap
chr12	1783043	1783044	snp_97	Unmap
chr12	27960433	27960434	snp_98	Unmap
chr12	31911225	31911226	snp_101	Unmap
chr12	64278071	64278072	snp_102	Unmap
chr12	95369524	95369525	snp_105	Unmap
chr12	117300717	117300718	snp_106	Unmap
chr12	117326853	117326854	snp_107	Unmap
chr13	21900524	21900525	snp_108	Unmap
chr13	21932037	21932038	snp_109	Unmap
chr13	34245628	34245629	snp_110	Unmap
