##gff-version 3
##sequence-region   11 57700000 57900000
11	havana	pseudogene	57771722	57772012	.	+	.	ID=gene:ENSMUSG00000084223;Name=Gm12244;assembly_name=GRCm39;biotype=processed_pseudogene;description=predicted gene 12244 [Source:MGI Symbol%3BAcc:MGI:3649493];gene_id=ENSMUSG00000084223;logic_name=havana_mus_musculus;version=2
11	havana_tagene	ncRNA_gene	57802865	57814826	.	+	.	ID=gene:ENSMUSG00000136047;Name=Gm33078;assembly_name=GRCm39;biotype=lncRNA;description=predicted gene%2C 33078 [Source:MGI Symbol%3BAcc:MGI:5592237];gene_id=ENSMUSG00000136047;logic_name=havana_tagene_mus_musculus;version=1
11	havana_tagene	ncRNA_gene	57805208	57809733	.	-	.	ID=gene:ENSMUSG00000136087;Name=Gm73794;assembly_name=GRCm39;biotype=lncRNA;description=predicted gene%2C 73794 [Source:MGI Symbol%3BAcc:MGI:7830334];gene_id=ENSMUSG00000136087;logic_name=havana_tagene_mus_musculus;version=1
11	havana_tagene	ncRNA_gene	57825315	57840264	.	+	.	ID=gene:ENSMUSG00000137758;Name=Gm73990;assembly_name=GRCm39;biotype=lncRNA;description=predicted gene%2C 73990 [Source:MGI Symbol%3BAcc:MGI:7830724];gene_id=ENSMUSG00000137758;logic_name=havana_tagene_mus_musculus;version=1
11	havana_tagene	ncRNA_gene	57718168	57732930	.	+	.	ID=gene:ENSMUSG00000142658;Name=Gm32915;assembly_name=GRCm39;biotype=lncRNA;description=predicted gene%2C 32915 [Source:MGI Symbol%3BAcc:MGI:5592074];gene_id=ENSMUSG00000142658;logic_name=havana_tagene_mus_musculus;version=1
11	havana	pseudogene	57839555	57839911	.	-	.	ID=gene:ENSMUSG00000083657;Name=Gm12245;assembly_name=GRCm39;biotype=transcribed_processed_pseudogene;description=predicted gene 12245 [Source:MGI Symbol%3BAcc:MGI:3649494];gene_id=ENSMUSG00000083657;logic_name=havana_mus_musculus;version=2
11	havana_tagene	ncRNA_gene	57839316	57854568	.	-	.	ID=gene:ENSMUSG00000120416;Name=Gm57340;assembly_name=GRCm39;biotype=lncRNA;description=predicted gene%2C 57340 [Source:MGI Symbol%3BAcc:MGI:7338593];gene_id=ENSMUSG00000120416;logic_name=havana_tagene_mus_musculus;version=2
11	havana_tagene	ncRNA_gene	57853392	57865439	.	+	.	ID=gene:ENSMUSG00000137794;Name=Gm73993;assembly_name=GRCm39;biotype=lncRNA;description=predicted gene%2C 73993 [Source:MGI Symbol%3BAcc:MGI:7830730];gene_id=ENSMUSG00000137794;logic_name=havana_tagene_mus_musculus;version=1
11	ensembl	ncRNA_gene	57860168	57860438	.	+	.	ID=gene:ENSMUSG00002076709;Name=Gm56201;assembly_name=GRCm39;biotype=misc_RNA;description=predicted gene%2C 56201 [Source:MGI Symbol%3BAcc:MGI:6848860];gene_id=ENSMUSG00002076709;logic_name=ncrna_mus_musculus;version=1
11	havana	ncRNA_gene	57861070	57863960	.	-	.	ID=gene:ENSMUSG00000086666;Name=Gm12249;assembly_name=GRCm39;biotype=lncRNA;description=predicted gene 12249 [Source:MGI Symbol%3BAcc:MGI:3649298];gene_id=ENSMUSG00000086666;logic_name=havana_mus_musculus;version=3
11	ensembl_havana	gene	57719531	57723644	.	-	.	ID=gene:ENSMUSG00000037335;Name=Hand1;assembly_name=GRCm39;biotype=protein_coding;description=heart and neural crest derivatives expressed 1 [Source:MGI Symbol%3BAcc:MGI:103577];gene_id=ENSMUSG00000037335;logic_name=ensembl_havana_gene_mus_musculus;version=14
11	ensembl_havana	gene	57899653	57952860	.	+	.	ID=gene:ENSMUSG00000037331;Name=Larp1;assembly_name=GRCm39;biotype=protein_coding;description=La ribonucleoprotein 1%2C translational regulator [Source:MGI Symbol%3BAcc:MGI:1890165];gene_id=ENSMUSG00000037331;logic_name=ensembl_havana_gene_mus_musculus;version=17
11	ensembl_havana	gene	57692405	57705706	.	+	.	ID=gene:ENSMUSG00000020519;Name=Sap30l;assembly_name=GRCm39;biotype=protein_coding;description=SAP30-like [Source:MGI Symbol%3BAcc:MGI:1354709];gene_id=ENSMUSG00000020519;logic_name=ensembl_havana_gene_mus_musculus;version=7
