sequences=94297 bg=A:0.25040 C:0.25076 G:0.24851 T:0.25034
left_axis_best (mse axis_index pairs)
0.00075992 2.0 2
0.00334809 21.0 12
0.00344081 20.5 12
0.00544232 19.5 12
0.00551244 20.0 12
0.00632156 19.0 12
0.00640760 18.5 12
0.01364641 17.5 12
0.01392355 17.0 12
0.01396001 18.0 12
0.01424547 16.5 12
0.01468157 15.5 12
right_axis_best (mse axis_index pairs)
0.00035465 3.0 3
0.00714197 20.5 12
0.00726503 21.0 12
0.00767692 20.0 12
0.00790142 19.5 12
0.01249773 18.5 12
0.01277922 19.0 12
0.01325314 18.0 12
0.01338491 17.5 12
0.01430836 16.5 12
0.01482994 17.0 12
0.02052504 15.5 12
left_right_xcorr_best (mse d pairs)
0.00042449 1 24
0.01656507 6 19
0.01751635 -4 21
0.02041224 -9 16
0.02229907 11 14
0.02512738 -11 14
0.02558097 -10 15
0.02606676 -12 13
0.02623641 -13 12
0.02684289 -14 11
0.02742180 -8 17
0.02758112 12 13
PWM columns pos L_A L_C L_G L_T L_IC R_A R_C R_G R_T R_IC
0 0.19878 0.34805 0.18454 0.26863 0.04653 0.16826 0.29396 0.22283 0.31495 0.04018
1 0.14395 0.39316 0.14247 0.32042 0.13987 0.19755 0.33211 0.19521 0.27513 0.03656
2 0.33768 0.16974 0.16674 0.32584 0.07805 0.14411 0.37784 0.14972 0.32833 0.12764
3 0.32476 0.15529 0.37328 0.14668 0.12045 0.33437 0.16258 0.17420 0.32885 0.07800
4 0.27887 0.20333 0.32130 0.19650 0.03227 0.31465 0.14583 0.39084 0.14868 0.13322
5 0.30821 0.22533 0.28477 0.18169 0.02956 0.27439 0.18989 0.33970 0.19602 0.04408
6 0.15020 0.41162 0.24348 0.19471 0.10579 0.30385 0.21108 0.30254 0.18253 0.03505
7 0.26844 0.24885 0.17442 0.30829 0.02774 0.15122 0.39106 0.25941 0.19831 0.09010
8 0.21567 0.21973 0.36407 0.20053 0.04807 0.26783 0.23415 0.18174 0.31628 0.02751
9 0.24250 0.26057 0.22065 0.27628 0.00467 0.20754 0.20644 0.38500 0.20103 0.06539
10 0.19681 0.26089 0.31791 0.22439 0.02408 0.23971 0.24885 0.23063 0.28080 0.00387
11 0.20128 0.33441 0.22264 0.24166 0.02789 0.19533 0.24757 0.33374 0.22336 0.03069
12 0.28108 0.26085 0.25287 0.20520 0.00921 0.20297 0.31955 0.23534 0.24214 0.02016
13 0.27140 0.25035 0.24554 0.23271 0.00218 0.27667 0.24813 0.26687 0.20833 0.00829
14 0.26144 0.25056 0.23368 0.25432 0.00104 0.26508 0.24215 0.25926 0.23352 0.00199
15 0.26257 0.24831 0.23175 0.25737 0.00141 0.25830 0.23812 0.24526 0.25832 0.00086
16 0.25818 0.24835 0.23707 0.25639 0.00068 0.25566 0.23741 0.24565 0.26128 0.00096
17 0.26285 0.24374 0.23997 0.25344 0.00082 0.25055 0.23806 0.24995 0.26144 0.00083
18 0.25825 0.24948 0.23971 0.25256 0.00042 0.25625 0.23236 0.25242 0.25897 0.00135
19 0.25776 0.24805 0.23813 0.25606 0.00059 0.25257 0.23731 0.25387 0.25624 0.00073
20 0.26230 0.24642 0.24136 0.24991 0.00061 0.25566 0.23649 0.25086 0.25700 0.00082
21 0.26045 0.24727 0.24316 0.24912 0.00041 0.25458 0.23568 0.25598 0.25375 0.00091
22 0.25847 0.24860 0.24398 0.24895 0.00026 0.25660 0.23742 0.25336 0.25262 0.00071
23 0.25654 0.25284 0.23794 0.25268 0.00046 0.25417 0.23612 0.25609 0.25362 0.00087
24 0.25661 0.25265 0.23662 0.25411 0.00058 0.25055 0.24063 0.25055 0.25827 0.00049
25 0.25874 0.25091 0.23346 0.25689 0.00099 0.25318 0.23912 0.24722 0.26049 0.00072
26 0.25721 0.25109 0.23268 0.25901 0.00109 0.25303 0.23936 0.24740 0.26021 0.00068
27 0.26071 0.25032 0.23569 0.25328 0.00081 0.25216 0.23952 0.24617 0.26214 0.00079
28 0.26243 0.24674 0.24028 0.25055 0.00066 0.25192 0.24023 0.24959 0.25826 0.00051
29 0.25977 0.25038 0.23764 0.25220 0.00061 0.25589 0.23675 0.25428 0.25307 0.00078
30 0.25802 0.25106 0.23697 0.25396 0.00060 0.25672 0.23783 0.25147 0.25397 0.00067
31 0.25542 0.25142 0.23771 0.25546 0.00049 0.25412 0.24016 0.24935 0.25637 0.00047
32 0.25661 0.25293 0.23722 0.25323 0.00052 0.25445 0.23940 0.24966 0.25649 0.00054
33 0.25658 0.25256 0.23911 0.25175 0.00038 0.25537 0.23827 0.24993 0.25642 0.00064
34 0.25476 0.25535 0.23974 0.25015 0.00034 0.25481 0.23922 0.25256 0.25340 0.00052
35 0.25542 0.25652 0.23506 0.25300 0.00072 0.25465 0.23889 0.25109 0.25536 0.00055
36 0.25494 0.25272 0.23462 0.25772 0.00080 0.25357 0.23993 0.24733 0.25917 0.00060
37 0.25476 0.25307 0.23556 0.25660 0.00068 0.25525 0.23917 0.24776 0.25782 0.00062
38 0.25595 0.24984 0.23865 0.25556 0.00045 0.25088 0.24021 0.24893 0.25999 0.00059
39 0.25679 0.25288 0.23919 0.25113 0.00039 0.25427 0.23535 0.25507 0.25531 0.00093
