chr2	88861524	88861563	chr2	HAVANA	exon	88861525	88861563	.	-	.	gene_id "ENSG00000240040.6"; transcript_id "ENST00000624935.3"; gene_type "lncRNA"; gene_name "ENSG00000240040"; transcript_type "lncRNA"; transcript_name "ENST00000624935"; exon_number 1; exon_id "ENSE00003755743.1"; level 2; transcript_support_level "2"; tag "basic"; tag "Ensembl_canonical"; tag "readthrough_transcript"; havana_gene "OTTHUMG00000151694.3"; havana_transcript "OTTHUMT00000479764.1";
chr2	88853971	88855622	chr2	HAVANA	gene	88853972	88855622	.	-	.	gene_id "ENSG00000309324.1"; gene_type "lncRNA"; gene_name "ENSG00000309324"; level 2;
chr2	88853971	88855622	chr2	HAVANA	transcript	88853972	88855622	.	-	.	gene_id "ENSG00000309324.1"; transcript_id "ENST00000840269.1"; gene_type "lncRNA"; gene_name "ENSG00000309324"; transcript_type "lncRNA"; transcript_name "ENST00000840269"; level 2; tag "basic"; tag "Ensembl_canonical"; tag "TAGENE";
chr2	88855177	88855622	chr2	HAVANA	exon	88855178	88855622	.	-	.	gene_id "ENSG00000309324.1"; transcript_id "ENST00000840269.1"; gene_type "lncRNA"; gene_name "ENSG00000309324"; transcript_type "lncRNA"; transcript_name "ENST00000840269"; exon_number 1; exon_id "ENSE00004263410.1"; level 2; tag "basic"; tag "Ensembl_canonical"; tag "TAGENE";
chr2	88853971	88854254	chr2	HAVANA	exon	88853972	88854254	.	-	.	gene_id "ENSG00000309324.1"; transcript_id "ENST00000840269.1"; gene_type "lncRNA"; gene_name "ENSG00000309324"; transcript_type "lncRNA"; transcript_name "ENST00000840269"; exon_number 2; exon_id "ENSE00004263409.1"; level 2; tag "basic"; tag "Ensembl_canonical"; tag "TAGENE";
chr2	88857160	88857683	chr2	HAVANA	gene	88857161	88857683	.	-	.	gene_id "ENSG00000211592.8"; gene_type "IG_C_gene"; gene_name "IGKC"; level 2; hgnc_id "HGNC:5716"; tag "overlapping_locus"; havana_gene "OTTHUMG00000151684.1";
chr2	88857160	88857683	chr2	HAVANA	transcript	88857161	88857683	.	-	.	gene_id "ENSG00000211592.8"; transcript_id "ENST00000390237.2"; gene_type "IG_C_gene"; gene_name "IGKC"; transcript_type "IG_C_gene"; transcript_name "IGKC-201"; level 2; protein_id "ENSP00000374777.2"; transcript_support_level "NA"; hgnc_id "HGNC:5716"; tag "mRNA_start_NF"; tag "cds_start_NF"; tag "basic"; tag "Ensembl_canonical"; tag "appris_principal_1"; havana_gene "OTTHUMG00000151684.1"; havana_transcript "OTTHUMT00000323482.1";
chr2	88857160	88857683	chr2	HAVANA	exon	88857161	88857683	.	-	.	gene_id "ENSG00000211592.8"; transcript_id "ENST00000390237.2"; gene_type "IG_C_gene"; gene_name "IGKC"; transcript_type "IG_C_gene"; transcript_name "IGKC-201"; exon_number 1; exon_id "ENSE00001507664.2"; level 2; protein_id "ENSP00000374777.2"; transcript_support_level "NA"; hgnc_id "HGNC:5716"; tag "mRNA_start_NF"; tag "cds_start_NF"; tag "basic"; tag "Ensembl_canonical"; tag "appris_principal_1"; havana_gene "OTTHUMG00000151684.1"; havana_transcript "OTTHUMT00000323482.1";
chr2	88857363	88857683	chr2	HAVANA	CDS	88857364	88857683	.	-	2	gene_id "ENSG00000211592.8"; transcript_id "ENST00000390237.2"; gene_type "IG_C_gene"; gene_name "IGKC"; transcript_type "IG_C_gene"; transcript_name "IGKC-201"; exon_number 1; exon_id "ENSE00001507664.2"; level 2; protein_id "ENSP00000374777.2"; transcript_support_level "NA"; hgnc_id "HGNC:5716"; tag "mRNA_start_NF"; tag "cds_start_NF"; tag "basic"; tag "Ensembl_canonical"; tag "appris_principal_1"; havana_gene "OTTHUMG00000151684.1"; havana_transcript "OTTHUMT00000323482.1";
chr2	88857360	88857363	chr2	HAVANA	stop_codon	88857361	88857363	.	-	0	gene_id "ENSG00000211592.8"; transcript_id "ENST00000390237.2"; gene_type "IG_C_gene"; gene_name "IGKC"; transcript_type "IG_C_gene"; transcript_name "IGKC-201"; exon_number 1; exon_id "ENSE00001507664.2"; level 2; protein_id "ENSP00000374777.2"; transcript_support_level "NA"; hgnc_id "HGNC:5716"; tag "mRNA_start_NF"; tag "cds_start_NF"; tag "basic"; tag "Ensembl_canonical"; tag "appris_principal_1"; havana_gene "OTTHUMG00000151684.1"; havana_transcript "OTTHUMT00000323482.1";
chr2	88857160	88857363	chr2	HAVANA	UTR	88857161	88857363	.	-	.	gene_id "ENSG00000211592.8"; transcript_id "ENST00000390237.2"; gene_type "IG_C_gene"; gene_name "IGKC"; transcript_type "IG_C_gene"; transcript_name "IGKC-201"; exon_number 1; exon_id "ENSE00001507664.2"; level 2; protein_id "ENSP00000374777.2"; transcript_support_level "NA"; hgnc_id "HGNC:5716"; tag "mRNA_start_NF"; tag "cds_start_NF"; tag "basic"; tag "Ensembl_canonical"; tag "appris_principal_1"; havana_gene "OTTHUMG00000151684.1"; havana_transcript "OTTHUMT00000323482.1";
chr2	88857165	88857292	chr2	HAVANA	gene	88857166	88857292	.	+	.	gene_id "ENSG00000295771.1"; gene_type "lncRNA"; gene_name "ENSG00000295771"; level 2;
chr2	88857165	88857292	chr2	HAVANA	transcript	88857166	88857292	.	+	.	gene_id "ENSG00000295771.1"; transcript_id "ENST00000732667.1"; gene_type "lncRNA"; gene_name "ENSG00000295771"; transcript_type "lncRNA"; transcript_name "ENST00000732667"; level 2; tag "basic"; tag "Ensembl_canonical"; tag "TAGENE";
chr2	88857165	88857292	chr2	HAVANA	exon	88857166	88857292	.	+	.	gene_id "ENSG00000295771.1"; transcript_id "ENST00000732667.1"; gene_type "lncRNA"; gene_name "ENSG00000295771"; transcript_type "lncRNA"; transcript_name "ENST00000732667"; exon_number 1; exon_id "ENSE00004063221.1"; level 2; tag "basic"; tag "Ensembl_canonical"; tag "TAGENE";
