chrom	start	end	Bladder	Brain	Cloaca	GallBladder	Gill	Heart	Intestine	Kidney	Limb	Liver	Lung	Pancreas	Prostate	Spleen	Stomach
chr1p_1	10000	20000	131	138	128	125	157	143	131	179	211	73	344	252	86	101	69	131	138	69	125	157	143	131	179	211	73	344	252	86	101	128
chr1p_1	20000	30000	208	325	267	369	333	253	340	298	411	264	440	855	239	177	179	208	325	179	369	333	253	340	298	411	264	440	855	239	177	267
chr1p_1	30000	40000	36	67	42	96	70	55	55	65	77	41	88	223	45	41	38	36	67	38	96	70	55	55	65	77	41	88	223	45	41	42
chr1p_1	70000	80000	156	299	35	69	154	147	48	211	265	39	146	148	188	115	29	156	299	29	69	154	147	48	211	265	39	146	148	188	115	35
chr1p_1	90000	100000	66	167	35	34	114	74	44	103	113	29	99	92	62	74	24	66	167	24	34	114	74	44	103	113	29	99	92	62	74	35
chr1p_1	120000	130000	56	145	19	33	119	77	53	116	140	43	89	149	126	62	31	56	145	31	33	119	77	53	116	140	43	89	149	126	62	19
chr1p_1	130000	140000	64	172	49	76	126	73	109	85	152	57	83	164	105	63	47	64	172	47	76	126	73	109	85	152	57	83	164	105	63	49
chr1p_1	140000	150000	371	811	121	240	501	455	210	524	649	99	485	414	544	365	127	371	811	127	240	501	455	210	524	649	99	485	414	544	365	121
chr1p_1	150000	160000	99	221	90	144	154	130	146	144	215	106	138	251	142	99	83	99	221	83	144	154	130	146	144	215	106	138	251	142	99	90
chr1p_1	180000	190000	162	299	54	25	287	228	45	192	256	40	264	66	394	219	32	162	299	32	25	287	228	45	192	256	40	264	66	394	219	54
chr1p_1	190000	200000	65	107	36	71	107	92	52	56	109	61	96	120	91	78	55	65	107	55	71	107	92	52	56	109	61	96	120	91	78	36
chr1p_1	200000	210000	84	103	94	171	104	112	117	112	99	91	145	409	85	64	53	84	103	53	171	104	112	117	112	99	91	145	409	85	64	94
chr1p_1	210000	220000	65	159	95	168	86	106	94	92	121	116	142	448	95	69	59	65	159	59	168	86	106	94	92	121	116	142	448	95	69	95
chr1p_1	250000	260000	52	148	32	73	79	58	70	71	95	48	82	156	78	52	45	52	148	45	73	79	58	70	71	95	48	82	156	78	52	32
chr1p_1	270000	280000	275	476	77	29	459	367	84	221	424	60	499	122	549	392	55	275	476	55	29	459	367	84	221	424	60	499	122	549	392	77
chr1p_1	280000	290000	105	224	51	71	106	92	57	122	152	62	130	134	119	75	39	105	224	39	71	106	92	57	122	152	62	130	134	119	75	51
chr1p_1	290000	300000	91	252	41	80	137	128	70	157	151	41	139	146	115	105	44	91	252	44	80	137	128	70	157	151	41	139	146	115	105	41
chr1p_1	300000	310000	70	110	72	115	104	83	89	86	100	70	321	276	91	57	33	70	110	33	115	104	83	89	86	100	70	321	276	91	57	72
chr1p_1	310000	320000	271	456	304	597	545	356	540	407	541	388	547	1463	320	332	240	271	456	240	597	545	356	540	407	541	388	547	1463	320	332	304
chr1p_1	320000	330000	345	433	1178	465	401	376	607	398	457	478	854	1951	302	265	283	345	433	283	465	401	376	607	398	457	478	854	1951	302	265	1178
chr1p_1	330000	340000	94	176	222	229	176	142	182	157	176	133	209	664	96	79	137	94	176	137	229	176	142	182	157	176	133	209	664	96	79	222
chr1p_1	340000	350000	45	125	159	214	173	138	247	76	131	150	156	402	96	62	106	45	125	106	214	173	138	247	76	131	150	156	402	96	62	159
chr1p_1	350000	360000	190	330	2	4	159	180	6	202	292	11	242	12	127	145	9	190	330	9	4	159	180	6	202	292	11	242	12	127	145	2
chr1p_1	370000	380000	227	375	49	85	258	249	82	297	400	68	230	237	229	196	36	227	375	36	85	258	249	82	297	400	68	230	237	229	196	49
chr1p_1	380000	390000	180	246	50	114	208	172	129	259	267	49	209	327	203	150	55	180	246	55	114	208	172	129	259	267	49	209	327	203	150	50
chr1p_1	390000	400000	267	407	160	217	250	307	195	364	358	157	281	537	264	187	92	267	407	92	217	250	307	195	364	358	157	281	537	264	187	160
chr1p_1	400000	410000	232	363	111	261	262	245	150	322	330	110	291	435	253	183	99	232	363	99	261	262	245	150	322	330	110	291	435	253	183	111
chr1p_1	410000	420000	84	143	63	125	107	114	78	131	158	121	120	280	107	81	63	84	143	63	125	107	114	78	131	158	121	120	280	107	81	63
chr1p_1	420000	430000	176	272	30	128	241	197	85	218	404	59	263	210	161	185	62	176	272	62	128	241	197	85	218	404	59	263	210	161	185	30
chr1p_1	430000	440000	254	357	250	140	269	551	201	266	413	591	691	641	226	196	164	254	357	164	140	269	551	201	266	413	591	691	641	226	196	250
chr1p_1	440000	450000	154	271	47	168	239	191	107	168	377	127	263	356	182	144	107	154	271	107	168	239	191	107	168	377	127	263	356	182	144	47
chr1p_1	450000	460000	167	249	250	155	201	220	110	239	219	127	414	572	141	111	93	167	249	93	155	201	220	110	239	219	127	414	572	141	111	250
chr1p_1	460000	470000	108	181	41	58	132	123	62	128	143	69	161	241	120	96	46	108	181	46	58	132	123	62	128	143	69	161	241	120	96	41
chr1p_1	470000	480000	74	119	195	67	86	66	70	100	134	48	154	266	66	46	20	74	119	20	67	86	66	70	100	134	48	154	266	66	46	195
chr1p_1	490000	500000	100	185	34	18	105	119	45	176	180	20	136	117	157	67	24	100	185	24	18	105	119	45	176	180	20	136	117	157	67	34
chr1p_1	530000	540000	111	203	63	116	166	148	133	164	151	111	159	332	138	108	47	111	203	47	116	166	148	133	164	151	111	159	332	138	108	63
chr1p_1	540000	550000	152	271	88	206	195	205	189	213	289	118	234	484	203	180	115	152	271	115	206	195	205	189	213	289	118	234	484	203	180	88
chr1p_1	550000	560000	223	551	75	141	235	328	136	347	337	90	307	246	270	257	93	223	551	93	141	235	328	136	347	337	90	307	246	270	257	75
chr1p_1	560000	570000	980	2009	339	703	1168	1204	516	1400	1473	342	1209	1084	1255	1031	293	980	2009	293	703	1168	1204	516	1400	1473	342	1209	1084	1255	1031	339
chr1p_1	570000	580000	272	468	103	186	312	301	189	352	356	152	319	469	342	339	152	272	468	152	186	312	301	189	352	356	152	319	469	342	339	103
chr1p_1	580000	590000	598	927	206	480	648	636	436	765	737	386	697	954	633	620	259	598	927	259	480	648	636	436	765	737	386	697	954	633	620	206
chr1p_1	590000	600000	73	147	9	24	112	95	11	110	146	9	75	55	132	82	22	73	147	22	24	112	95	11	110	146	9	75	55	132	82	9
chr1p_1	600000	610000	307	440	93	123	416	369	135	405	472	106	383	326	321	261	82	307	440	82	123	416	369	135	405	472	106	383	326	321	261	93
chr1p_1	610000	620000	159	289	55	71	219	177	100	219	256	56	215	186	208	165	44	159	289	44	71	219	177	100	219	256	56	215	186	208	165	55
chr1p_1	620000	630000	153	209	12	44	193	203	41	177	253	13	176	74	215	137	13	153	209	13	44	193	203	41	177	253	13	176	74	215	137	12
chr1p_1	650000	660000	415	562	259	466	554	489	456	535	635	259	501	1031	503	333	190	415	562	190	466	554	489	456	535	635	259	501	1031	503	333	259
chr1p_1	660000	670000	224	440	134	211	354	339	211	342	367	147	290	433	265	224	118	224	440	118	211	354	339	211	342	367	147	290	433	265	224	134
chr1p_1	680000	690000	130	219	36	108	139	145	109	201	180	47	139	168	163	106	51	130	219	51	108	139	145	109	201	180	47	139	168	163	106	36
chr1p_1	690000	700000	245	424	136	176	360	411	126	425	392	104	342	531	344	234	78	245	424	78	176	360	411	126	425	392	104	342	531	344	234	136
chr1p_1	700000	710000	313	530	151	220	384	421	262	361	430	171	404	567	441	247	140	313	530	140	220	384	421	262	361	430	171	404	567	441	247	151
chr1p_1	760000	770000	82	107	139	42	136	95	46	93	104	35	177	90	104	57	77	82	107	77	42	136	95	46	93	104	35	177	90	104	57	139
chr1p_1	770000	780000	67	107	40	62	101	105	36	98	141	27	110	88	83	76	31	67	107	31	62	101	105	36	98	141	27	110	88	83	76	40
chr1p_1	780000	790000	105	216	81	71	168	179	79	137	164	68	188	253	164	100	40	105	216	40	71	168	179	79	137	164	68	188	253	164	100	81
chr1p_1	790000	800000	172	345	158	208	259	220	215	238	293	153	281	423	212	219	75	172	345	75	208	259	220	215	238	293	153	281	423	212	219	158
chr1p_1	800000	810000	131	263	140	164	210	166	149	186	198	117	248	401	164	131	87	131	263	87	164	210	166	149	186	198	117	248	401	164	131	140
chr1p_1	830000	840000	85	122	10	24	98	118	33	118	142	18	108	53	78	70	7	85	122	7	24	98	118	33	118	142	18	108	53	78	70	10
chr1p_1	840000	850000	188	350	93	161	264	291	113	287	351	102	316	401	217	188	81	188	350	81	161	264	291	113	287	351	102	316	401	217	188	93
chr1p_1	850000	860000	247	374	172	176	379	293	170	361	375	148	359	630	248	228	145	247	374	145	176	379	293	170	361	375	148	359	630	248	228	172
chr1p_1	860000	870000	102	153	74	90	155	109	91	116	195	88	174	299	86	98	65	102	153	65	90	155	109	91	116	195	88	174	299	86	98	74
chr1p_1	870000	880000	121	203	70	114	196	196	77	181	262	64	275	202	125	137	52	121	203	52	114	196	196	77	181	262	64	275	202	125	137	70
