chrom	start	end	Bladder	Brain	Cloaca	GallBladder	Gill	Heart	Intestine	Kidney	Limb	Liver	Lung	Pancreas	Prostate	Spleen	Stomach
chr1p_1	10000	20000	131	138	128	125	157	143	131	179	211	73	344	252	86	101	69	131	138	69	125	157	143	131	179	211	73	344	252	86	101	128
chr1p_1	20000	30000	208	325	267	369	333	253	340	298	411	264	440	855	239	177	179	207	320	176	361	327	247	333	296	401	260	428	852	236	170	248
chr1p_1	30000	40000	36	67	42	96	70	55	55	65	77	41	88	223	45	41	38	36	67	38	96	70	55	55	65	77	41	88	223	45	41	42
chr1p_1	70000	80000	156	299	35	69	154	147	48	211	265	39	146	148	188	115	29	156	297	27	64	150	141	40	205	258	38	142	145	178	113	35
chr1p_1	90000	100000	66	167	35	34	114	74	44	103	113	29	99	92	62	74	24	66	167	24	34	114	74	44	103	113	29	99	92	62	74	35
chr1p_1	120000	130000	56	145	19	33	119	77	53	116	140	43	89	149	126	62	31	56	145	31	33	119	77	53	116	140	43	89	149	124	62	19
chr1p_1	130000	140000	64	172	49	76	126	73	109	85	152	57	83	164	105	63	47	64	172	47	76	126	73	109	85	152	57	83	164	105	63	49
chr1p_1	140000	150000	371	811	121	240	501	455	210	524	649	99	485	414	544	365	127	371	811	127	240	501	454	210	524	649	99	484	414	542	363	121
chr1p_1	150000	160000	99	221	90	144	154	130	146	144	215	106	138	251	142	99	83	99	219	83	142	151	129	146	144	215	105	138	250	141	99	90
chr1p_1	180000	190000	162	299	54	25	287	228	45	192	256	40	264	66	394	219	32	162	296	32	24	282	225	44	191	254	38	260	66	388	215	54
chr1p_1	190000	200000	65	107	36	71	107	92	52	56	109	61	96	120	91	78	55	65	107	55	71	107	92	52	56	109	61	96	120	91	78	36
chr1p_1	200000	210000	84	103	94	171	104	112	117	112	99	91	145	409	85	64	53	84	102	53	171	104	112	117	112	99	91	145	407	85	63	94
chr1p_1	210000	220000	65	159	95	168	86	106	94	92	121	116	142	448	95	69	59	64	158	59	164	83	106	93	91	117	114	140	445	94	69	94
chr1p_1	250000	260000	52	148	32	73	79	58	70	71	95	48	82	156	78	52	45	52	148	45	73	79	58	70	71	95	48	82	156	78	52	32
chr1p_1	270000	280000	275	476	77	29	459	367	84	221	424	60	499	122	549	392	55	275	476	55	29	459	367	84	221	424	60	499	122	549	392	77
chr1p_1	280000	290000	105	224	51	71	106	92	57	122	152	62	130	134	119	75	39	105	224	39	71	106	92	57	122	152	62	130	134	119	75	51
chr1p_1	290000	300000	91	252	41	80	137	128	70	157	151	41	139	146	115	105	44	90	251	44	80	135	128	70	156	151	41	138	146	114	104	41
chr1p_1	300000	310000	70	110	72	115	104	83	89	86	100	70	321	276	91	57	33	70	105	33	115	97	81	89	83	97	70	320	275	87	53	72
chr1p_1	310000	320000	271	456	304	597	545	356	540	407	541	388	547	1463	320	332	240	267	456	238	593	543	351	531	405	535	383	543	1452	311	328	295
chr1p_1	320000	330000	345	433	1178	465	401	376	607	398	457	478	854	1951	302	265	283	341	430	283	465	401	375	607	391	453	476	852	1945	298	263	1175
chr1p_1	330000	340000	94	176	222	229	176	142	182	157	176	133	209	664	96	79	137	93	175	137	229	174	138	178	154	167	133	201	652	96	77	216
chr1p_1	340000	350000	45	125	159	214	173	138	247	76	131	150	156	402	96	62	106	44	118	106	214	165	130	243	74	126	148	153	392	91	59	154
chr1p_1	350000	360000	190	330	2	4	159	180	6	202	292	11	242	12	127	145	9	189	330	9	4	159	180	6	202	292	11	242	12	127	145	2
chr1p_1	370000	380000	227	375	49	85	258	249	82	297	400	68	230	237	229	196	36	223	364	36	85	256	245	82	296	400	68	220	237	229	189	49
chr1p_1	380000	390000	180	246	50	114	208	172	129	259	267	49	209	327	203	150	55	179	237	55	110	207	170	125	251	261	49	207	317	196	150	48
chr1p_1	390000	400000	267	407	160	217	250	307	195	364	358	157	281	537	264	187	92	267	407	92	217	250	307	195	364	358	157	281	537	264	187	160
chr1p_1	400000	410000	232	363	111	261	262	245	150	322	330	110	291	435	253	183	99	225	355	99	254	254	239	145	310	328	106	276	431	245	181	105
chr1p_1	410000	420000	84	143	63	125	107	114	78	131	158	121	120	280	107	81	63	79	137	61	120	103	106	78	128	156	115	118	273	103	81	60
chr1p_1	420000	430000	176	272	30	128	241	197	85	218	404	59	263	210	161	185	62	175	272	62	127	241	196	84	218	403	59	262	210	161	185	30
