17	havana	exon	7676382	7676403	.	-	.	gene_id "ENSG00000141510"; gene_version "20"; transcript_id "ENST00000269305"; transcript_version "9"; exon_number "3"; gene_name "TP53"; gene_source "ensembl_havana"; gene_biotype "protein_coding"; transcript_name "TP53-201"; transcript_source "havana"; transcript_biotype "protein_coding"; tag "CCDS"; ccds_id "CCDS11118"; exon_id "ENSE00002419584"; exon_version "1"; tag "gencode_basic"; tag "gencode_primary"; tag "MANE_Select"; tag "Ensembl_canonical"; transcript_support_level "1 (assigned to previous version 8)";
17	havana	CDS	7676382	7676403	.	-	1	gene_id "ENSG00000141510"; gene_version "20"; transcript_id "ENST00000269305"; transcript_version "9"; exon_number "3"; gene_name "TP53"; gene_source "ensembl_havana"; gene_biotype "protein_coding"; transcript_name "TP53-201"; transcript_source "havana"; transcript_biotype "protein_coding"; tag "CCDS"; ccds_id "CCDS11118"; protein_id "ENSP00000269305"; protein_version "4"; tag "gencode_basic"; tag "gencode_primary"; tag "MANE_Select"; tag "Ensembl_canonical"; transcript_support_level "1 (assigned to previous version 8)";
17	havana	exon	7675994	7676272	.	-	.	gene_id "ENSG00000141510"; gene_version "20"; transcript_id "ENST00000269305"; transcript_version "9"; exon_number "4"; gene_name "TP53"; gene_source "ensembl_havana"; gene_biotype "protein_coding"; transcript_name "TP53-201"; transcript_source "havana"; transcript_biotype "protein_coding"; tag "CCDS"; ccds_id "CCDS11118"; exon_id "ENSE00003625790"; exon_version "1"; tag "gencode_basic"; tag "gencode_primary"; tag "MANE_Select"; tag "Ensembl_canonical"; transcript_support_level "1 (assigned to previous version 8)";
17	havana	CDS	7675994	7676272	.	-	0	gene_id "ENSG00000141510"; gene_version "20"; transcript_id "ENST00000269305"; transcript_version "9"; exon_number "4"; gene_name "TP53"; gene_source "ensembl_havana"; gene_biotype "protein_coding"; transcript_name "TP53-201"; transcript_source "havana"; transcript_biotype "protein_coding"; tag "CCDS"; ccds_id "CCDS11118"; protein_id "ENSP00000269305"; protein_version "4"; tag "gencode_basic"; tag "gencode_primary"; tag "MANE_Select"; tag "Ensembl_canonical"; transcript_support_level "1 (assigned to previous version 8)";
17	havana	exon	7675053	7675236	.	-	.	gene_id "ENSG00000141510"; gene_version "20"; transcript_id "ENST00000269305"; transcript_version "9"; exon_number "5"; gene_name "TP53"; gene_source "ensembl_havana"; gene_biotype "protein_coding"; transcript_name "TP53-201"; transcript_source "havana"; transcript_biotype "protein_coding"; tag "CCDS"; ccds_id "CCDS11118"; exon_id "ENSE00003518480"; exon_version "1"; tag "gencode_basic"; tag "gencode_primary"; tag "MANE_Select"; tag "Ensembl_canonical"; transcript_support_level "1 (assigned to previous version 8)";
17	havana	CDS	7675053	7675236	.	-	0	gene_id "ENSG00000141510"; gene_version "20"; transcript_id "ENST00000269305"; transcript_version "9"; exon_number "5"; gene_name "TP53"; gene_source "ensembl_havana"; gene_biotype "protein_coding"; transcript_name "TP53-201"; transcript_source "havana"; transcript_biotype "protein_coding"; tag "CCDS"; ccds_id "CCDS11118"; protein_id "ENSP00000269305"; protein_version "4"; tag "gencode_basic"; tag "gencode_primary"; tag "MANE_Select"; tag "Ensembl_canonical"; transcript_support_level "1 (assigned to previous version 8)";
17	havana	exon	7674859	7674971	.	-	.	gene_id "ENSG00000141510"; gene_version "20"; transcript_id "ENST00000269305"; transcript_version "9"; exon_number "6"; gene_name "TP53"; gene_source "ensembl_havana"; gene_biotype "protein_coding"; transcript_name "TP53-201"; transcript_source "havana"; transcript_biotype "protein_coding"; tag "CCDS"; ccds_id "CCDS11118"; exon_id "ENSE00003723991"; exon_version "1"; tag "gencode_basic"; tag "gencode_primary"; tag "MANE_Select"; tag "Ensembl_canonical"; transcript_support_level "1 (assigned to previous version 8)";
17	havana	CDS	7674859	7674971	.	-	2	gene_id "ENSG00000141510"; gene_version "20"; transcript_id "ENST00000269305"; transcript_version "9"; exon_number "6"; gene_name "TP53"; gene_source "ensembl_havana"; gene_biotype "protein_coding"; transcript_name "TP53-201"; transcript_source "havana"; transcript_biotype "protein_coding"; tag "CCDS"; ccds_id "CCDS11118"; protein_id "ENSP00000269305"; protein_version "4"; tag "gencode_basic"; tag "gencode_primary"; tag "MANE_Select"; tag "Ensembl_canonical"; transcript_support_level "1 (assigned to previous version 8)";
17	havana	exon	7674181	7674290	.	-	.	gene_id "ENSG00000141510"; gene_version "20"; transcript_id "ENST00000269305"; transcript_version "9"; exon_number "7"; gene_name "TP53"; gene_source "ensembl_havana"; gene_biotype "protein_coding"; transcript_name "TP53-201"; transcript_source "havana"; transcript_biotype "protein_coding"; tag "CCDS"; ccds_id "CCDS11118"; exon_id "ENSE00003712342"; exon_version "1"; tag "gencode_basic"; tag "gencode_primary"; tag "MANE_Select"; tag "Ensembl_canonical"; transcript_support_level "1 (assigned to previous version 8)";
17	havana	CDS	7674181	7674290	.	-	0	gene_id "ENSG00000141510"; gene_version "20"; transcript_id "ENST00000269305"; transcript_version "9"; exon_number "7"; gene_name "TP53"; gene_source "ensembl_havana"; gene_biotype "protein_coding"; transcript_name "TP53-201"; transcript_source "havana"; transcript_biotype "protein_coding"; tag "CCDS"; ccds_id "CCDS11118"; protein_id "ENSP00000269305"; protein_version "4"; tag "gencode_basic"; tag "gencode_primary"; tag "MANE_Select"; tag "Ensembl_canonical"; transcript_support_level "1 (assigned to previous version 8)";
17	havana	exon	7673701	7673837	.	-	.	gene_id "ENSG00000141510"; gene_version "20"; transcript_id "ENST00000269305"; transcript_version "9"; exon_number "8"; gene_name "TP53"; gene_source "ensembl_havana"; gene_biotype "protein_coding"; transcript_name "TP53-201"; transcript_source "havana"; transcript_biotype "protein_coding"; tag "CCDS"; ccds_id "CCDS11118"; exon_id "ENSE00003725258"; exon_version "1"; tag "gencode_basic"; tag "gencode_primary"; tag "MANE_Select"; tag "Ensembl_canonical"; transcript_support_level "1 (assigned to previous version 8)";
17	havana	CDS	7673701	7673837	.	-	1	gene_id "ENSG00000141510"; gene_version "20"; transcript_id "ENST00000269305"; transcript_version "9"; exon_number "8"; gene_name "TP53"; gene_source "ensembl_havana"; gene_biotype "protein_coding"; transcript_name "TP53-201"; transcript_source "havana"; transcript_biotype "protein_coding"; tag "CCDS"; ccds_id "CCDS11118"; protein_id "ENSP00000269305"; protein_version "4"; tag "gencode_basic"; tag "gencode_primary"; tag "MANE_Select"; tag "Ensembl_canonical"; transcript_support_level "1 (assigned to previous version 8)";
17	havana	exon	7673535	7673608	.	-	.	gene_id "ENSG00000141510"; gene_version "20"; transcript_id "ENST00000269305"; transcript_version "9"; exon_number "9"; gene_name "TP53"; gene_source "ensembl_havana"; gene_biotype "protein_coding"; transcript_name "TP53-201"; transcript_source "havana"; transcript_biotype "protein_coding"; tag "CCDS"; ccds_id "CCDS11118"; exon_id "ENSE00003786593"; exon_version "1"; tag "gencode_basic"; tag "gencode_primary"; tag "MANE_Select"; tag "Ensembl_canonical"; transcript_support_level "1 (assigned to previous version 8)";
17	havana	CDS	7673535	7673608	.	-	2	gene_id "ENSG00000141510"; gene_version "20"; transcript_id "ENST00000269305"; transcript_version "9"; exon_number "9"; gene_name "TP53"; gene_source "ensembl_havana"; gene_biotype "protein_coding"; transcript_name "TP53-201"; transcript_source "havana"; transcript_biotype "protein_coding"; tag "CCDS"; ccds_id "CCDS11118"; protein_id "ENSP00000269305"; protein_version "4"; tag "gencode_basic"; tag "gencode_primary"; tag "MANE_Select"; tag "Ensembl_canonical"; transcript_support_level "1 (assigned to previous version 8)";
17	havana	exon	7670609	7670715	.	-	.	gene_id "ENSG00000141510"; gene_version "20"; transcript_id "ENST00000269305"; transcript_version "9"; exon_number "10"; gene_name "TP53"; gene_source "ensembl_havana"; gene_biotype "protein_coding"; transcript_name "TP53-201"; transcript_source "havana"; transcript_biotype "protein_coding"; tag "CCDS"; ccds_id "CCDS11118"; exon_id "ENSE00003545950"; exon_version "1"; tag "gencode_basic"; tag "gencode_primary"; tag "MANE_Select"; tag "Ensembl_canonical"; transcript_support_level "1 (assigned to previous version 8)";
17	havana	CDS	7670609	7670715	.	-	0	gene_id "ENSG00000141510"; gene_version "20"; transcript_id "ENST00000269305"; transcript_version "9"; exon_number "10"; gene_name "TP53"; gene_source "ensembl_havana"; gene_biotype "protein_coding"; transcript_name "TP53-201"; transcript_source "havana"; transcript_biotype "protein_coding"; tag "CCDS"; ccds_id "CCDS11118"; protein_id "ENSP00000269305"; protein_version "4"; tag "gencode_basic"; tag "gencode_primary"; tag "MANE_Select"; tag "Ensembl_canonical"; transcript_support_level "1 (assigned to previous version 8)";
17	havana	exon	7668421	7669690	.	-	.	gene_id "ENSG00000141510"; gene_version "20"; transcript_id "ENST00000269305"; transcript_version "9"; exon_number "11"; gene_name "TP53"; gene_source "ensembl_havana"; gene_biotype "protein_coding"; transcript_name "TP53-201"; transcript_source "havana"; transcript_biotype "protein_coding"; tag "CCDS"; ccds_id "CCDS11118"; exon_id "ENSE00004023724"; exon_version "1"; tag "gencode_basic"; tag "gencode_primary"; tag "MANE_Select"; tag "Ensembl_canonical"; transcript_support_level "1 (assigned to previous version 8)";
17	havana	CDS	7669612	7669690	.	-	1	gene_id "ENSG00000141510"; gene_version "20"; transcript_id "ENST00000269305"; transcript_version "9"; exon_number "11"; gene_name "TP53"; gene_source "ensembl_havana"; gene_biotype "protein_coding"; transcript_name "TP53-201"; transcript_source "havana"; transcript_biotype "protein_coding"; tag "CCDS"; ccds_id "CCDS11118"; protein_id "ENSP00000269305"; protein_version "4"; tag "gencode_basic"; tag "gencode_primary"; tag "MANE_Select"; tag "Ensembl_canonical"; transcript_support_level "1 (assigned to previous version 8)";
17	havana	stop_codon	7669609	7669611	.	-	0	gene_id "ENSG00000141510"; gene_version "20"; transcript_id "ENST00000269305"; transcript_version "9"; exon_number "11"; gene_name "TP53"; gene_source "ensembl_havana"; gene_biotype "protein_coding"; transcript_name "TP53-201"; transcript_source "havana"; transcript_biotype "protein_coding"; tag "CCDS"; ccds_id "CCDS11118"; tag "gencode_basic"; tag "gencode_primary"; tag "MANE_Select"; tag "Ensembl_canonical"; transcript_support_level "1 (assigned to previous version 8)";
17	havana	five_prime_utr	7687377	7687490	.	-	.	gene_id "ENSG00000141510"; gene_version "20"; transcript_id "ENST00000269305"; transcript_version "9"; gene_name "TP53"; gene_source "ensembl_havana"; gene_biotype "protein_coding"; transcript_name "TP53-201"; transcript_source "havana"; transcript_biotype "protein_coding"; tag "CCDS"; ccds_id "CCDS11118"; tag "gencode_basic"; tag "gencode_primary"; tag "MANE_Select"; tag "Ensembl_canonical"; transcript_support_level "1 (assigned to previous version 8)";
17	havana	five_prime_utr	7676595	7676622	.	-	.	gene_id "ENSG00000141510"; gene_version "20"; transcript_id "ENST00000269305"; transcript_version "9"; gene_name "TP53"; gene_source "ensembl_havana"; gene_biotype "protein_coding"; transcript_name "TP53-201"; transcript_source "havana"; transcript_biotype "protein_coding"; tag "CCDS"; ccds_id "CCDS11118"; tag "gencode_basic"; tag "gencode_primary"; tag "MANE_Select"; tag "Ensembl_canonical"; transcript_support_level "1 (assigned to previous version 8)";
17	havana	three_prime_utr	7668421	7669608	.	-	.	gene_id "ENSG00000141510"; gene_version "20"; transcript_id "ENST00000269305"; transcript_version "9"; gene_name "TP53"; gene_source "ensembl_havana"; gene_biotype "protein_coding"; transcript_name "TP53-201"; transcript_source "havana"; transcript_biotype "protein_coding"; tag "CCDS"; ccds_id "CCDS11118"; tag "gencode_basic"; tag "gencode_primary"; tag "MANE_Select"; tag "Ensembl_canonical"; transcript_support_level "1 (assigned to previous version 8)";
