sample	row_index	columns
ref	1	chr1	10061	10334
ref	2	chr1	10067	10119
ref	3	chr1	10067	10401
ref	4	chr1	10072	10144
ref	5	chr1	10073	10157
ref	6	chr1	10078	10462
ref	7	chr1	10084	10227
ref	8	chr1	10085	10204
ref	9	chr1	10090	10386
ref	10	chr1	10091	10380
ref	11	chr1	10096	10368
ref	12	chr1	10097	10454
perturb	1	chr1	10067	10120
perturb	2	chr1	10078	10125
perturb	3	chr1	10084	10174
perturb	4	chr1	10097	10228
perturb	5	chr1	10108	10303
perturb	6	chr1	10114	10197
perturb	7	chr1	10120	10278
perturb	8	chr1	10120	10413
perturb	9	chr1	10126	10320
perturb	10	chr1	10131	10314
perturb	11	chr1	10132	10228
perturb	12	chr1	10136	10272
