row	length	status	url
0	2614	ok	https://api.genome.ucsc.edu/getData/sequence?genome=hg38&chrom=chr1&start=19687277&end=19689891
1	2614	ok	https://api.genome.ucsc.edu/getData/sequence?genome=hg38&chrom=chr1&start=19688248&end=19690862
2	2614	ok	https://api.genome.ucsc.edu/getData/sequence?genome=hg38&chrom=chr1&start=20769850&end=20772464
3	2614	ok	https://api.genome.ucsc.edu/getData/sequence?genome=hg38&chrom=chr1&start=20851037&end=20853651
4	2614	ok	https://api.genome.ucsc.edu/getData/sequence?genome=hg38&chrom=chr1&start=26170219&end=26172833
5	2614	ok	https://api.genome.ucsc.edu/getData/sequence?genome=hg38&chrom=chr1&start=26200262&end=26202876
6	2614	ok	https://api.genome.ucsc.edu/getData/sequence?genome=hg38&chrom=chr1&start=31180064&end=31182678
7	2614	ok	https://api.genome.ucsc.edu/getData/sequence?genome=hg38&chrom=chr1&start=31207710&end=31210324
8	2614	ok	https://api.genome.ucsc.edu/getData/sequence?genome=hg38&chrom=chr1&start=65143641&end=65146255
9	2614	ok	https://api.genome.ucsc.edu/getData/sequence?genome=hg38&chrom=chr1&start=65172190&end=65174804
10	2614	ok	https://api.genome.ucsc.edu/getData/sequence?genome=hg38&chrom=chr1&start=89275821&end=89278435
11	2614	ok	https://api.genome.ucsc.edu/getData/sequence?genome=hg38&chrom=chr1&start=89300864&end=89303478
12	2614	ok	https://api.genome.ucsc.edu/getData/sequence?genome=hg38&chrom=chr1&start=101370167&end=101372781
13	2614	ok	https://api.genome.ucsc.edu/getData/sequence?genome=hg38&chrom=chr1&start=101405110&end=101407724
14	2614	ok	https://api.genome.ucsc.edu/getData/sequence?genome=hg38&chrom=chr1&start=109510543&end=109513157
15	2614	ok	https://api.genome.ucsc.edu/getData/sequence?genome=hg38&chrom=chr1&start=109533376&end=109535990
16	2614	ok	https://api.genome.ucsc.edu/getData/sequence?genome=hg38&chrom=chr1&start=153510671&end=153513285
17	2614	ok	https://api.genome.ucsc.edu/getData/sequence?genome=hg38&chrom=chr1&start=153609533&end=153612147
18	2614	ok	https://api.genome.ucsc.edu/getData/sequence?genome=hg38&chrom=chr1&start=158116902&end=158119516
19	2614	ok	https://api.genome.ucsc.edu/getData/sequence?genome=hg38&chrom=chr1&start=158133549&end=158136163
