chr20	1420200	1420201	1420201:T	Unmap
chr20	1470727	1470728	1470728:G	Unmap
chr20	4465737	4465738	4465738:G	Unmap
chr20	5948705	5948706	5948706:A	Unmap
chr20	5948711	5948712	5948712:C	Unmap
chr20	31310079	31310080	31310080:C	Unmap
chr20	34038873	34038874	34038874:T	Unmap
chr20	34038875	34038876	34038876:A	Unmap
chr20	34038877	34038878	34038878:T	Unmap
chr20	34054608	34054609	34054609:G	Unmap
chr20	34105974	34105975	34105975:G	Unmap
chr20	34109714	34109715	34109715:T	Unmap
chr20	34109717	34109718	34109718:A	Unmap
chr20	34120446	34120447	34120447:A	Unmap
chr20	34152307	34152308	34152308:G	Unmap
chr20	34153804	34153805	34153805:G	Unmap
chr20	34153855	34153856	34153856:A	Unmap
chr20	34154086	34154087	34154087:A	Unmap
chr20	34154123	34154124	34154124:T	Unmap
chr20	34154370	34154371	34154371:C	Unmap
chr20	34160063	34160064	34160064:A	Unmap
chr20	36977189	36977190	36977190:T	Unmap
chr20	36977226	36977227	36977227:G	Unmap
chr20	36984557	36984558	36984558:A	Unmap
chr20	36989268	36989269	36989269:C	Unmap
chr20	36989301	36989302	36989302:C	Unmap
chr20	36991017	36991018	36991018:G	Unmap
chr20	36991020	36991021	36991021:C	Unmap
chr20	36991023	36991024	36991024:T	Unmap
chr20	37007840	37007841	37007841:G	Unmap
chr20	37011228	37011229	37011229:G	Unmap
chr20	37011267	37011268	37011268:A	Unmap
chr20	37027205	37027206	37027206:A	Unmap
chr20	37027224	37027225	37027225:G	Unmap
chr20	37030194	37030195	37030195:A	Unmap
chr20	37030205	37030206	37030206:C	Unmap
chr20	37032254	37032255	37032255:C	Unmap
chr20	37032260	37032261	37032261:A	Unmap
chr20	37051006	37051007	37051007:G	Unmap
chr20	37063634	37063635	37063635:G	Unmap
chr20	37063670	37063671	37063671:C	Unmap
chr20	40393732	40393733	40393733:G	Unmap
chr20	45229773	45229774	45229774:T	Unmap
chr20	45229776	45229777	45229777:C	Unmap
chr20	45789748	45789749	45789749:T	Unmap
chr20	45789753	45789754	45789754:C	Unmap
chr20	45790264	45790265	45790265:G	Unmap
chr20	45790288	45790289	45790289:G	Unmap
chr20	45793627	45793628	45793628:A	Unmap
chr20	45793649	45793650	45793650:G	Unmap
chr20	45794378	45794379	45794379:A	Unmap
chr20	45794408	45794409	45794409:G	Unmap
chr20	45795030	45795031	45795031:T	Unmap
chr20	45795977	45795978	45795978:A	Unmap
chr20	45796953	45796954	45796954:T	Unmap
chr20	45796964	45796965	45796965:A	Unmap
chr20	45854259	45854260	45854260:T	Unmap
chr20	45854269	45854270	45854270:G	Unmap
chr20	45854271	45854272	45854272:G	Unmap
chr20	45854281	45854282	45854282:G	Unmap
chr20	52031863	52031864	52031864:T	Unmap
chr20	58733744	58733745	58733745:G	Unmap
chr20	58736003	58736004	58736004:T	Unmap
