chr20	62730	62731	62731:C	Unmap
chr20	63359	63360	63360:C	Unmap
chr20	63798	63799	63799:C	Unmap
chr20	1589352	1589353	1589353:C	Unmap
chr20	1594040	1594041	1594041:A	Unmap
chr20	1596472	1596473	1596473:A	Unmap
chr20	1597227	1597228	1597228:G	Unmap
chr20	1602703	1602704	1602704:T	Unmap
chr20	1603125	1603126	1603126:A	Unmap
chr20	1606496	1606497	1606497:T	Unmap
chr20	1606536	1606537	1606537:G	Unmap
chr20	1606864	1606865	1606865:T	Unmap
chr20	1607387	1607388	1607388:C	Unmap
chr20	1609494	1609495	1609495:T	Unmap
chr20	1610061	1610062	1610062:A	Unmap
chr20	1610550	1610551	1610551:T	Unmap
chr20	1610789	1610790	1610790:G	Unmap
chr20	1610811	1610812	1610812:G	Unmap
chr20	1610893	1610894	1610894:G	Unmap
chr20	1610938	1610939	1610939:G	Unmap
chr20	1612278	1612279	1612279:G	Unmap
chr20	1612281	1612282	1612282:T	Unmap
chr20	1612818	1612819	1612819:A	Unmap
chr20	3057257	3057258	3057258:G	Unmap
chr20	4014743	4014744	4014744:A	Unmap
chr20	5615835	5615836	5615836:G	Unmap
chr20	6170572	6170573	6170573:T	Unmap
chr20	6956927	6956928	6956928:G	Unmap
chr20	8955809	8955810	8955810:C	Unmap
chr20	10431562	10431563	10431563:G	Unmap
chr20	14720537	14720538	14720538:G	Unmap
chr20	15133923	15133924	15133924:T	Unmap
chr20	15846920	15846921	15846921:G	Unmap
chr20	15937747	15937748	15937748:G	Unmap
chr20	17351661	17351662	17351662:T	Unmap
chr20	19080860	19080861	19080861:T	Unmap
chr20	19575272	19575273	19575273:G	Unmap
chr20	21120313	21120314	21120314:A	Unmap
chr20	21307106	21307107	21307107:A	Unmap
chr20	21307695	21307696	21307696:G	Unmap
chr20	22083879	22083880	22083880:C	Unmap
chr20	22459647	22459648	22459648:C	Unmap
chr20	23334191	23334192	23334192:T	Unmap
chr20	24790403	24790404	24790404:G	Unmap
chr20	25130394	25130395	25130395:G	Unmap
chr20	25819269	25819270	25819270:C	Unmap
chr20	25825153	25825154	25825154:T	Unmap
chr20	25826019	25826020	25826020:C	Unmap
chr20	25827991	25827992	25827992:A	Unmap
chr20	25828462	25828463	25828463:T	Unmap
chr20	25828469	25828470	25828470:T	Unmap
chr20	25828884	25828885	25828885:C	Unmap
chr20	25828903	25828904	25828904:A	Unmap
chr20	25829778	25829779	25829779:A	Unmap
chr20	25830116	25830117	25830117:C	Unmap
chr20	25830340	25830341	25830341:A	Unmap
chr20	25830758	25830759	25830759:C	Unmap
chr20	25830933	25830934	25830934:C	Unmap
chr20	25831280	25831281	25831281:T	Unmap
chr20	25832183	25832184	25832184:A	Unmap
chr20	25832576	25832577	25832577:A	Unmap
chr20	25832652	25832653	25832653:A	Unmap
chr20	25832730	25832731	25832731:T	Unmap
chr20	25834072	25834073	25834073:G	Unmap
chr20	25834924	25834925	25834925:C	Unmap
chr20	25836345	25836346	25836346:A	Unmap
chr20	25836639	25836640	25836640:C	Unmap
chr20	25837490	25837491	25837491:G	Unmap
chr20	25837492	25837493	25837493:G	Unmap
chr20	25837914	25837915	25837915:C	Unmap
chr20	25838129	25838130	25838130:C	Unmap
chr20	25838517	25838518	25838518:G	Unmap
chr20	25838801	25838802	25838802:T	Unmap
chr20	25839015	25839016	25839016:A	Unmap
chr20	25839787	25839788	25839788:T	Unmap
chr20	25840176	25840177	25840177:A	Unmap
chr20	25840216	25840217	25840217:C	Unmap
chr20	25840888	25840889	25840889:A	Unmap
chr20	25841633	25841634	25841634:T	Unmap
chr20	25841649	25841650	25841650:C	Unmap
chr20	25841813	25841814	25841814:A	Unmap
chr20	25841818	25841819	25841819:T	Unmap
chr20	25842325	25842326	25842326:G	Unmap
chr20	25842402	25842403	25842403:C	Unmap
chr20	25842455	25842456	25842456:T	Unmap
chr20	25843343	25843344	25843344:T	Unmap
