chr20	26268512	26268513	26268513:T	Unmap
chr20	26268944	26268945	26268945:T	Unmap
chr20	26269883	26269884	26269884:G	Unmap
chr20	26270353	26270354	26270354:G	Unmap
chr20	26270748	26270749	26270749:C	Unmap
chr20	26270998	26270999	26270999:G	Unmap
chr20	26272993	26272994	26272994:C	Unmap
chr20	26273860	26273861	26273861:C	Unmap
chr20	26274159	26274160	26274160:C	Unmap
chr20	26274323	26274324	26274324:A	Unmap
chr20	26274681	26274682	26274682:G	Unmap
chr20	26275190	26275191	26275191:A	Unmap
chr20	26275256	26275257	26275257:G	Unmap
chr20	26275264	26275265	26275265:G	Unmap
chr20	26275265	26275266	26275266:G	Unmap
chr20	26275266	26275267	26275267:A	Unmap
chr20	26275268	26275269	26275269:T	Unmap
chr20	26275287	26275288	26275288:G	Unmap
chr20	26275552	26275553	26275553:A	Unmap
chr20	26278535	26278536	26278536:G	Unmap
chr20	26278536	26278537	26278537:C	Unmap
chr20	26279168	26279169	26279169:T	Unmap
chr20	26281028	26281029	26281029:A	Unmap
chr20	26283042	26283043	26283043:T	Unmap
chr20	26283174	26283175	26283175:A	Unmap
chr20	26283556	26283557	26283557:T	Unmap
chr20	26283603	26283604	26283604:G	Unmap
chr20	26283647	26283648	26283648:G	Unmap
chr20	26283944	26283945	26283945:C	Unmap
chr20	26284942	26284943	26284943:A	Unmap
chr20	26285898	26285899	26285899:T	Unmap
chr20	26288534	26288535	26288535:A	Unmap
chr20	26288872	26288873	26288873:C	Unmap
chr20	26290509	26290510	26290510:A	Unmap
chr20	26292651	26292652	26292652:T	Unmap
chr20	26292748	26292749	26292749:G	Unmap
chr20	26293014	26293015	26293015:C	Unmap
chr20	26293697	26293698	26293698:C	Unmap
chr20	26295068	26295069	26295069:T	Unmap
chr20	26295072	26295073	26295073:A	Unmap
chr20	26295504	26295505	26295505:T	Unmap
chr20	26295727	26295728	26295728:G	Unmap
chr20	26296527	26296528	26296528:T	Unmap
chr20	26297613	26297614	26297614:A	Unmap
chr20	26297614	26297615	26297615:C	Unmap
chr20	26297615	26297616	26297616:A	Unmap
chr20	26302701	26302702	26302702:C	Unmap
chr20	26302709	26302710	26302710:G	Unmap
chr20	26302749	26302750	26302750:G	Unmap
chr20	26302766	26302767	26302767:G	Unmap
chr20	26303446	26303447	26303447:A	Unmap
chr20	26303460	26303461	26303461:A	Unmap
chr20	26303489	26303490	26303490:G	Unmap
chr20	26303674	26303675	26303675:T	Unmap
chr20	26303770	26303771	26303771:G	Unmap
chr20	26304479	26304480	26304480:T	Unmap
chr20	26305666	26305667	26305667:T	Unmap
chr20	26306220	26306221	26306221:C	Unmap
chr20	26306617	26306618	26306618:A	Unmap
chr20	26306899	26306900	26306900:A	Unmap
chr20	26307030	26307031	26307031:T	Unmap
chr20	26308782	26308783	26308783:A	Unmap
chr20	26309760	26309761	26309761:A	Unmap
chr20	26309774	26309775	26309775:T	Unmap
chr20	26311596	26311597	26311597:C	Unmap
chr20	26312192	26312193	26312193:G	Unmap
chr20	26312911	26312912	26312912:C	Unmap
chr20	26312993	26312994	26312994:G	Unmap
chr20	26313243	26313244	26313244:T	Unmap
chr20	26313676	26313677	26313677:C	Unmap
chr20	26314306	26314307	26314307:T	Unmap
chr20	26316309	26316310	26316310:G	Unmap
chr20	26318278	26318279	26318279:A	Unmap
chr20	26318936	26318937	26318937:A	Unmap
chr20	34362325	34362326	34362326:A	Unmap
chr20	34363583	34363584	34363584:A	Unmap
chr20	34366534	34366535	34366535:C	Unmap
chr20	34367276	34367277	34367277:G	Unmap
chr20	34367526	34367527	34367527:T	Unmap
chr20	34367731	34367732	34367732:T	Unmap
chr20	34368027	34368028	34368028:C	Unmap
chr20	34368166	34368167	34368167:G	Unmap
chr20	34369595	34369596	34369596:G	Unmap
chr20	34370099	34370100	34370100:G	Unmap
chr20	34370366	34370367	34370367:C	Unmap
chr20	34371873	34371874	34371874:T	Unmap
chr20	34371906	34371907	34371907:T	Unmap
chr20	34372378	34372379	34372379:G	Unmap
chr20	34374420	34374421	34374421:C	Unmap
chr20	34374609	34374610	34374610:T	Unmap
chr20	34374610	34374611	34374611:T	Unmap
chr20	34375496	34375497	34375497:G	Unmap
chr20	34377008	34377009	34377009:T	Unmap
chr20	34377459	34377460	34377460:C	Unmap
chr20	34377784	34377785	34377785:C	Unmap
chr20	34378433	34378434	34378434:C	Unmap
chr20	60526002	60526003	60526003:A	Unmap
chr20	60526592	60526593	60526593:A	Unmap
chr20	60527137	60527138	60527138:G	Unmap
chr20	60527171	60527172	60527172:G	Unmap
chr20	60527539	60527540	60527540:A	Unmap
chr20	60527963	60527964	60527964:T	Unmap
chr20	60529080	60529081	60529081:G	Unmap
chr20	60531414	60531415	60531415:T	Unmap
chr20	60532356	60532357	60532357:T	Unmap
chr20	60532361	60532362	60532362:G	Unmap
chr20	60532365	60532366	60532366:G	Unmap
chr20	60532372	60532373	60532373:A	Unmap
chr20	60532402	60532403	60532403:G	Unmap
chr20	60533329	60533330	60533330:C	Unmap
chr20	60533511	60533512	60533512:T	Unmap
chr20	60533714	60533715	60533715:G	Unmap
chr20	60533974	60533975	60533975:G	Unmap
chr20	60534692	60534693	60534693:A	Unmap
