chr20	61794	61795	61795:G	Unmap
chr20	62730	62731	62731:C	Unmap
chr20	63359	63360	63360:C	Unmap
chr20	63798	63799	63799:C	Unmap
chr20	65287	65288	65288:G	Unmap
chr20	65899	65900	65900:G	Unmap
chr20	66369	66370	66370:G	Unmap
chr20	69093	69094	69094:G	Unmap
chr20	74346	74347	74347:G	Unmap
chr20	76961	76962	76962:T	Unmap
chr20	77815	77816	77816:G	Unmap
chr20	29419646	29419647	29419647:C	Unmap
chr20	29420065	29420066	29420066:C	Unmap
chr20	29420082	29420083	29420083:C	Unmap
chr20	29420296	29420297	29420297:T	Unmap
chr20	29420310	29420311	29420311:G	Unmap
chr20	29420550	29420551	29420551:C	Unmap
chr20	29421337	29421338	29421338:A	Unmap
chr20	29422383	29422384	29422384:C	Unmap
chr20	29422937	29422938	29422938:C	Unmap
chr20	29424096	29424097	29424097:G	Unmap
chr20	29424360	29424361	29424361:A	Unmap
chr20	29424383	29424384	29424384:T	Unmap
chr20	29425171	29425172	29425172:C	Unmap
chr20	29425444	29425445	29425445:C	Unmap
chr20	29426340	29426341	29426341:T	Unmap
chr20	29426355	29426356	29426356:C	Unmap
chr20	29427279	29427280	29427280:G	Unmap
chr20	29427395	29427396	29427396:C	Unmap
chr20	29428166	29428167	29428167:T	Unmap
chr20	29428270	29428271	29428271:G	Unmap
chr20	29428367	29428368	29428368:A	Unmap
chr20	29428601	29428602	29428602:A	Unmap
chr20	29428747	29428748	29428748:T	Unmap
chr20	29430361	29430362	29430362:T	Unmap
chr20	29431978	29431979	29431979:C	Unmap
chr20	29432443	29432444	29432444:A	Unmap
chr20	29432915	29432916	29432916:G	Unmap
chr20	29433033	29433034	29433034:A	Unmap
chr20	29433062	29433063	29433063:T	Unmap
chr20	29433064	29433065	29433065:T	Unmap
chr20	29433074	29433075	29433075:C	Unmap
chr20	29433791	29433792	29433792:T	Unmap
chr20	29434982	29434983	29434983:C	Unmap
chr20	29435003	29435004	29435004:G	Unmap
chr20	29435072	29435073	29435073:T	Unmap
chr20	29435074	29435075	29435075:C	Unmap
chr20	29435110	29435111	29435111:A	Unmap
chr20	29435118	29435119	29435119:A	Unmap
chr20	29435121	29435122	29435122:T	Unmap
chr20	29435122	29435123	29435123:A	Unmap
chr20	29435133	29435134	29435134:T	Unmap
chr20	29435135	29435136	29435136:A	Unmap
chr20	29435143	29435144	29435144:C	Unmap
chr20	29435168	29435169	29435169:G	Unmap
chr20	29435198	29435199	29435199:G	Unmap
chr20	29435221	29435222	29435222:T	Unmap
chr20	29435283	29435284	29435284:C	Unmap
chr20	29435286	29435287	29435287:C	Unmap
chr20	29435316	29435317	29435317:C	Unmap
chr20	29435390	29435391	29435391:G	Unmap
chr20	29435413	29435414	29435414:T	Unmap
chr20	29435511	29435512	29435512:A	Unmap
chr20	29435562	29435563	29435563:G	Unmap
chr20	29435567	29435568	29435568:A	Unmap
chr20	29435577	29435578	29435578:C	Unmap
chr20	29435616	29435617	29435617:G	Unmap
chr20	29435629	29435630	29435630:A	Unmap
chr20	29435634	29435635	29435635:G	Unmap
chr20	29435659	29435660	29435660:A	Unmap
chr20	29435685	29435686	29435686:T	Unmap
chr20	29435701	29435702	29435702:T	Unmap
chr20	29435745	29435746	29435746:C	Unmap
chr20	29435786	29435787	29435787:T	Unmap
chr20	29435829	29435830	29435830:C	Unmap
chr20	29435831	29435832	29435832:G	Unmap
chr20	29435853	29435854	29435854:G	Unmap
chr20	29435886	29435887	29435887:T	Unmap
chr20	29435940	29435941	29435941:T	Unmap
chr20	29435988	29435989	29435989:A	Unmap
chr20	29436004	29436005	29436005:C	Unmap
chr20	29436063	29436064	29436064:A	Unmap
chr20	29436081	29436082	29436082:C	Unmap
chr20	29436085	29436086	29436086:C	Unmap
chr20	29436111	29436112	29436112:C	Unmap
chr20	29436136	29436137	29436137:A	Unmap
chr20	29436142	29436143	29436143:G	Unmap
chr20	29436238	29436239	29436239:T	Unmap
chr20	29436240	29436241	29436241:A	Unmap
chr20	29436270	29436271	29436271:C	Unmap
chr20	29436286	29436287	29436287:C	Unmap
