chr6	BestRefSeq	transcript	144285335	144853034	.	+	.	gene_id "UTRN"; transcript_id "NM_007124.3"; db_xref "Ensembl:ENST00000367545.8"; db_xref "GeneID:7402"; gbkey "mRNA"; gene "UTRN"; product "utrophin, transcript variant 1"; tag "MANE Select"; transcript_biotype "mRNA"; 
chr6	BestRefSeq	exon	144285335	144285821	.	+	.	gene_id "UTRN"; transcript_id "NM_007124.3"; db_xref "Ensembl:ENST00000367545.8"; db_xref "GeneID:7402"; gene "UTRN"; product "utrophin, transcript variant 1"; tag "MANE Select"; transcript_biotype "mRNA"; exon_number "1"; 
chr6	BestRefSeq	exon	144291737	144291907	.	+	.	gene_id "UTRN"; transcript_id "NM_007124.3"; db_xref "Ensembl:ENST00000367545.8"; db_xref "GeneID:7402"; gene "UTRN"; product "utrophin, transcript variant 1"; tag "MANE Select"; transcript_biotype "mRNA"; exon_number "2"; 
chr6	BestRefSeq	exon	144403123	144403184	.	+	.	gene_id "UTRN"; transcript_id "NM_007124.3"; db_xref "Ensembl:ENST00000367545.8"; db_xref "GeneID:7402"; gene "UTRN"; product "utrophin, transcript variant 1"; tag "MANE Select"; transcript_biotype "mRNA"; exon_number "3"; 
chr6	BestRefSeq	exon	144421878	144421970	.	+	.	gene_id "UTRN"; transcript_id "NM_007124.3"; db_xref "Ensembl:ENST00000367545.8"; db_xref "GeneID:7402"; gene "UTRN"; product "utrophin, transcript variant 1"; tag "MANE Select"; transcript_biotype "mRNA"; exon_number "4"; 
chr6	BestRefSeq	exon	144423549	144423626	.	+	.	gene_id "UTRN"; transcript_id "NM_007124.3"; db_xref "Ensembl:ENST00000367545.8"; db_xref "GeneID:7402"; gene "UTRN"; product "utrophin, transcript variant 1"; tag "MANE Select"; transcript_biotype "mRNA"; exon_number "5"; 
chr6	BestRefSeq	exon	144423986	144424078	.	+	.	gene_id "UTRN"; transcript_id "NM_007124.3"; db_xref "Ensembl:ENST00000367545.8"; db_xref "GeneID:7402"; gene "UTRN"; product "utrophin, transcript variant 1"; tag "MANE Select"; transcript_biotype "mRNA"; exon_number "6"; 
chr6	BestRefSeq	exon	144426287	144426459	.	+	.	gene_id "UTRN"; transcript_id "NM_007124.3"; db_xref "Ensembl:ENST00000367545.8"; db_xref "GeneID:7402"; gene "UTRN"; product "utrophin, transcript variant 1"; tag "MANE Select"; transcript_biotype "mRNA"; exon_number "7"; 
chr6	BestRefSeq	exon	144428778	144428893	.	+	.	gene_id "UTRN"; transcript_id "NM_007124.3"; db_xref "Ensembl:ENST00000367545.8"; db_xref "GeneID:7402"; gene "UTRN"; product "utrophin, transcript variant 1"; tag "MANE Select"; transcript_biotype "mRNA"; exon_number "8"; 
chr6	BestRefSeq	exon	144429581	144429741	.	+	.	gene_id "UTRN"; transcript_id "NM_007124.3"; db_xref "Ensembl:ENST00000367545.8"; db_xref "GeneID:7402"; gene "UTRN"; product "utrophin, transcript variant 1"; tag "MANE Select"; transcript_biotype "mRNA"; exon_number "9"; 
chr6	BestRefSeq	exon	144435935	144436138	.	+	.	gene_id "UTRN"; transcript_id "NM_007124.3"; db_xref "Ensembl:ENST00000367545.8"; db_xref "GeneID:7402"; gene "UTRN"; product "utrophin, transcript variant 1"; tag "MANE Select"; transcript_biotype "mRNA"; exon_number "10"; 
chr6	BestRefSeq	exon	144437565	144437746	.	+	.	gene_id "UTRN"; transcript_id "NM_007124.3"; db_xref "Ensembl:ENST00000367545.8"; db_xref "GeneID:7402"; gene "UTRN"; product "utrophin, transcript variant 1"; tag "MANE Select"; transcript_biotype "mRNA"; exon_number "11"; 
chr6	BestRefSeq	exon	144438745	144438895	.	+	.	gene_id "UTRN"; transcript_id "NM_007124.3"; db_xref "Ensembl:ENST00000367545.8"; db_xref "GeneID:7402"; gene "UTRN"; product "utrophin, transcript variant 1"; tag "MANE Select"; transcript_biotype "mRNA"; exon_number "12"; 
chr6	BestRefSeq	exon	144440352	144440471	.	+	.	gene_id "UTRN"; transcript_id "NM_007124.3"; db_xref "Ensembl:ENST00000367545.8"; db_xref "GeneID:7402"; gene "UTRN"; product "utrophin, transcript variant 1"; tag "MANE Select"; transcript_biotype "mRNA"; exon_number "13"; 
chr6	BestRefSeq	exon	144444281	144444382	.	+	.	gene_id "UTRN"; transcript_id "NM_007124.3"; db_xref "Ensembl:ENST00000367545.8"; db_xref "GeneID:7402"; gene "UTRN"; product "utrophin, transcript variant 1"; tag "MANE Select"; transcript_biotype "mRNA"; exon_number "14"; 
chr6	BestRefSeq	exon	144447211	144447318	.	+	.	gene_id "UTRN"; transcript_id "NM_007124.3"; db_xref "Ensembl:ENST00000367545.8"; db_xref "GeneID:7402"; gene "UTRN"; product "utrophin, transcript variant 1"; tag "MANE Select"; transcript_biotype "mRNA"; exon_number "15"; 
chr6	BestRefSeq	exon	144447602	144447781	.	+	.	gene_id "UTRN"; transcript_id "NM_007124.3"; db_xref "Ensembl:ENST00000367545.8"; db_xref "GeneID:7402"; gene "UTRN"; product "utrophin, transcript variant 1"; tag "MANE Select"; transcript_biotype "mRNA"; exon_number "16"; 
chr6	BestRefSeq	exon	144448600	144448769	.	+	.	gene_id "UTRN"; transcript_id "NM_007124.3"; db_xref "Ensembl:ENST00000367545.8"; db_xref "GeneID:7402"; gene "UTRN"; product "utrophin, transcript variant 1"; tag "MANE Select"; transcript_biotype "mRNA"; exon_number "17"; 
chr6	BestRefSeq	exon	144451370	144451493	.	+	.	gene_id "UTRN"; transcript_id "NM_007124.3"; db_xref "Ensembl:ENST00000367545.8"; db_xref "GeneID:7402"; gene "UTRN"; product "utrophin, transcript variant 1"; tag "MANE Select"; transcript_biotype "mRNA"; exon_number "18"; 
chr6	BestRefSeq	exon	144453782	144453869	.	+	.	gene_id "UTRN"; transcript_id "NM_007124.3"; db_xref "Ensembl:ENST00000367545.8"; db_xref "GeneID:7402"; gene "UTRN"; product "utrophin, transcript variant 1"; tag "MANE Select"; transcript_biotype "mRNA"; exon_number "19"; 
chr6	BestRefSeq	exon	144458770	144459011	.	+	.	gene_id "UTRN"; transcript_id "NM_007124.3"; db_xref "Ensembl:ENST00000367545.8"; db_xref "GeneID:7402"; gene "UTRN"; product "utrophin, transcript variant 1"; tag "MANE Select"; transcript_biotype "mRNA"; exon_number "20"; 
chr6	BestRefSeq	exon	144459174	144459354	.	+	.	gene_id "UTRN"; transcript_id "NM_007124.3"; db_xref "Ensembl:ENST00000367545.8"; db_xref "GeneID:7402"; gene "UTRN"; product "utrophin, transcript variant 1"; tag "MANE Select"; transcript_biotype "mRNA"; exon_number "21"; 
chr6	BestRefSeq	exon	144461197	144461342	.	+	.	gene_id "UTRN"; transcript_id "NM_007124.3"; db_xref "Ensembl:ENST00000367545.8"; db_xref "GeneID:7402"; gene "UTRN"; product "utrophin, transcript variant 1"; tag "MANE Select"; transcript_biotype "mRNA"; exon_number "22"; 
chr6	BestRefSeq	exon	144462654	144462866	.	+	.	gene_id "UTRN"; transcript_id "NM_007124.3"; db_xref "Ensembl:ENST00000367545.8"; db_xref "GeneID:7402"; gene "UTRN"; product "utrophin, transcript variant 1"; tag "MANE Select"; transcript_biotype "mRNA"; exon_number "23"; 
chr6	BestRefSeq	exon	144473720	144473833	.	+	.	gene_id "UTRN"; transcript_id "NM_007124.3"; db_xref "Ensembl:ENST00000367545.8"; db_xref "GeneID:7402"; gene "UTRN"; product "utrophin, transcript variant 1"; tag "MANE Select"; transcript_biotype "mRNA"; exon_number "24"; 
chr6	BestRefSeq	exon	144474604	144474759	.	+	.	gene_id "UTRN"; transcript_id "NM_007124.3"; db_xref "Ensembl:ENST00000367545.8"; db_xref "GeneID:7402"; gene "UTRN"; product "utrophin, transcript variant 1"; tag "MANE Select"; transcript_biotype "mRNA"; exon_number "25"; 
chr6	BestRefSeq	exon	144479812	144479982	.	+	.	gene_id "UTRN"; transcript_id "NM_007124.3"; db_xref "Ensembl:ENST00000367545.8"; db_xref "GeneID:7402"; gene "UTRN"; product "utrophin, transcript variant 1"; tag "MANE Select"; transcript_biotype "mRNA"; exon_number "26"; 
chr6	BestRefSeq	exon	144482209	144482388	.	+	.	gene_id "UTRN"; transcript_id "NM_007124.3"; db_xref "Ensembl:ENST00000367545.8"; db_xref "GeneID:7402"; gene "UTRN"; product "utrophin, transcript variant 1"; tag "MANE Select"; transcript_biotype "mRNA"; exon_number "27"; 
chr6	BestRefSeq	exon	144485385	144485519	.	+	.	gene_id "UTRN"; transcript_id "NM_007124.3"; db_xref "Ensembl:ENST00000367545.8"; db_xref "GeneID:7402"; gene "UTRN"; product "utrophin, transcript variant 1"; tag "MANE Select"; transcript_biotype "mRNA"; exon_number "28"; 
chr6	BestRefSeq	exon	144487548	144487697	.	+	.	gene_id "UTRN"; transcript_id "NM_007124.3"; db_xref "Ensembl:ENST00000367545.8"; db_xref "GeneID:7402"; gene "UTRN"; product "utrophin, transcript variant 1"; tag "MANE Select"; transcript_biotype "mRNA"; exon_number "29"; 
