39650at2759	Complete	XP_955939.3	2137.5	1439	https://v10-1.orthodb.org/?query=39650at2759	DNA polymerase epsilon catalytic subunit
83779at2759	Complete	XP_962154.2	235.8	223	https://v10-1.orthodb.org/?query=83779at2759	Asparagine synthase
87842at2759	Complete	XP_962995.3	583.8	598	https://v10-1.orthodb.org/?query=87842at2759	Pep3/Vps18/deep orange
97116at2759	Complete	XP_011393827.1	1167.5	956	https://v10-1.orthodb.org/?query=97116at2759	WD40/YVTN repeat-like-containing domain superfamily
100698at2759	Complete	XP_957329.1	802.9	499	https://v10-1.orthodb.org/?query=100698at2759	Helicase, C-terminal
156083at2759	Complete	XP_962953.1	3592.1	1938	https://v10-1.orthodb.org/?query=156083at2759	Pre-mRNA-processing-splicing factor 8
160593at2759	Complete	XP_960063.1	1455.8	1245	https://v10-1.orthodb.org/?query=160593at2759	Translational activator Gcn1
166920at2759	Complete	XP_958443.1	718.4	764	https://v10-1.orthodb.org/?query=166920at2759	Condensin complex subunit 1
176625at2759	Complete	XP_958589.1	279.9	434	https://v10-1.orthodb.org/?query=176625at2759	Nrap protein, domain 3
179362at2759	Complete	XP_963818.1	692.6	937	https://v10-1.orthodb.org/?query=179362at2759	Rad50/SbcC-type AAA domain
245208at2759	Complete	XP_964047.1	1493.0	848	https://v10-1.orthodb.org/?query=245208at2759	Splicing factor 3B subunit 1
257318at2759	Complete	XP_961634.1	347.4	296	https://v10-1.orthodb.org/?query=257318at2759	digestive organ expansion factor homolog
261328at2759	Complete	XP_956206.3	398.1	413	https://v10-1.orthodb.org/?query=261328at2759	WD40 repeat
261419at2759	Complete	XP_001728407.2	340.1	465	https://v10-1.orthodb.org/?query=261419at2759	Ribosome control protein 1
270107at2759	Complete	XP_962669.1	588.4	596	https://v10-1.orthodb.org/?query=270107at2759	GPI ethanolamine phosphate transferase 1
271586at2759	Complete	XP_957781.1	179.7	403	https://v10-1.orthodb.org/?query=271586at2759	Tetratricopeptide repeat
290630at2759	Complete	XP_961183.1	708.9	468	https://v10-1.orthodb.org/?query=290630at2759	WD40 repeat
293315at2759	Complete	XP_963131.2	654.5	610	https://v10-1.orthodb.org/?query=293315at2759	DNA polymerase
296129at2759	Complete	XP_011395129.1	1071.8	707	https://v10-1.orthodb.org/?query=296129at2759	RNA cytidine acetyltransferase
299766at2759	Complete	XP_964009.1	485.0	439	https://v10-1.orthodb.org/?query=299766at2759	DNA polymerase, Y-family, little finger domain
320059at2759	Complete	XP_961595.1	865.1	454	https://v10-1.orthodb.org/?query=320059at2759	Radical SAM
324863at2759	Complete	XP_964627.3	640.9	562	https://v10-1.orthodb.org/?query=324863at2759	RuvA domain 2-like
325552at2759	Complete	XP_957583.1	424.8	426	https://v10-1.orthodb.org/?query=325552at2759	WD40 repeat
330169at2759	Complete	XP_963751.3	301.8	316	https://v10-1.orthodb.org/?query=330169at2759	Mannosyltransferase
331411at2759	Complete	XP_958587.1	338.6	406	https://v10-1.orthodb.org/?query=331411at2759	Tetratricopeptide-like helical domain superfamily
341721at2759	Complete	XP_957808.1	277.0	375	https://v10-1.orthodb.org/?query=341721at2759	Nucleolar complex-associated protein 3
345441at2759	Complete	XP_963909.2	452.6	380	https://v10-1.orthodb.org/?query=345441at2759	Phosphoacetylglucosamine mutase
355408at2759	Complete	XP_965102.1	728.2	545	https://v10-1.orthodb.org/?query=355408at2759	Tetratricopeptide repeat-containing domain
369837at2759	Complete	XP_959596.1	291.2	341	https://v10-1.orthodb.org/?query=369837at2759	Translation initiation factor eIF-2B subunit epsilon
375960at2759	Complete	XP_958288.3	219.5	336	https://v10-1.orthodb.org/?query=375960at2759	DNA polymerase epsilon subunit
383503at2759	Complete	XP_961601.2	321.0	347	https://v10-1.orthodb.org/?query=383503at2759	Splicing factor 3A subunit 3
388820at2759	Complete	XP_961832.2	516.2	568	https://v10-1.orthodb.org/?query=388820at2759	WD40 repeat
390348at2759	Complete	XP_965069.3	1148.8	726	https://v10-1.orthodb.org/?query=390348at2759	Pyridoxal phosphate-dependent transferase
392369at2759	Complete	XP_959751.3	405.2	348	https://v10-1.orthodb.org/?query=392369at2759	GMP synthase, C-terminal
396755at2759	Complete	XP_957219.1	396.2	622	https://v10-1.orthodb.org/?query=396755at2759	Tetratricopeptide repeat
418107at2759	Complete	XP_956506.2	438.1	333	https://v10-1.orthodb.org/?query=418107at2759	WD40-repeat-containing domain
426305at2759	Complete	XP_963212.2	443.2	474	https://v10-1.orthodb.org/?query=426305at2759	Sda1
450058at2759	Complete	XP_963615.1	223.8	256	https://v10-1.orthodb.org/?query=450058at2759	Reduced growth phenotype protein 1
453044at2759	Complete	XP_963436.1	349.9	290	https://v10-1.orthodb.org/?query=453044at2759	Zinc finger, ZPR1-type
457861at2759	Complete	XP_959205.3	84.1	150	https://v10-1.orthodb.org/?query=457861at2759	Autophagy protein 5
464990at2759	Complete	XP_959961.1	380.2	378	https://v10-1.orthodb.org/?query=464990at2759	Eukaryotic translation initiation factor 2A
491869at2759	Complete	XP_956406.1	184.6	205	https://v10-1.orthodb.org/?query=491869at2759	Protein arginine methyltransferase NDUFAF7
513979at2759	Complete	XP_961324.3	157.5	229	https://v10-1.orthodb.org/?query=513979at2759	DNA polymerase alpha subunit B
543764at2759	Complete	XP_959682.1	160.6	224	https://v10-1.orthodb.org/?query=543764at2759	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6
