#column	count	min	max	sum	mean	Q1	med	Q3	IQR	lW	rW	outliers	A_Count	C_Count	G_Count	T_Count	N_Count	other_bases	other_base_count
1	120000	2	34	3702269	30.852242	31.000000	31.000000	34.000000	3.000000	27	34	2,10,16,18,19,22,23,25,26	13184	49090	35271	22151	304		
2	120000	2	34	3741947	31.182892	31.000000	31.000000	34.000000	3.000000	27	34	2,10,16,18,19,22,23,25,26	23342	31226	28470	36962	0		
3	120000	2	34	3718930	30.991083	31.000000	31.000000	34.000000	3.000000	27	34	2,10,16,18,19,22,23,25,26	27387	30409	34424	27780	0		
4	120000	2	37	4165697	34.714142	35.000000	37.000000	37.000000	2.000000	32	37	2,10,15,16,19,22,25,26,27,28,30,31	33939	29423	34870	21768	0		
5	120000	2	37	4171739	34.764492	35.000000	37.000000	37.000000	2.000000	32	37	2,10,15,16,19,22,25,26,27,28,30,31	36094	24440	34604	24862	0		
6	120000	2	38	4163685	34.697375	35.000000	37.000000	37.000000	2.000000	32	38	2,6,8,10,11,14,15,16,17,18,19,21,22,23,24,25,26,27,28,29,30,31	39814	27337	27585	25264	0		
7	120000	2	38	4174235	34.785292	35.000000	37.000000	37.000000	2.000000	32	38	2,5,6,8,10,11,12,14,15,16,17,18,19,21,22,23,24,25,26,27,28,29,30,31	19940	28109	24239	47712	0		
8	120000	2	38	4170440	34.753667	35.000000	37.000000	37.000000	2.000000	32	38	2,5,8,10,11,12,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31	25882	35473	26534	32111	0		
9	120000	2	39	4359769	36.331408	35.000000	39.000000	39.000000	4.000000	29	39	2,5,6,8,10,11,14,15,16,17,18,19,20,21,22,23,25,26,27,28	25516	32692	26778	35014	0		
10	120000	2	39	4359779	36.331492	35.000000	39.000000	39.000000	4.000000	29	39	2,5,6,7,8,9,10,11,12,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	41481	23969	28280	26270	0		
11	120000	2	39	4369649	36.413742	35.000000	39.000000	39.000000	4.000000	29	39	2,5,6,7,8,10,11,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	29068	33913	33477	23542	0		
12	120000	2	39	4351829	36.265242	35.000000	39.000000	39.000000	4.000000	29	39	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	26683	31828	29252	32237	0		
13	120000	2	39	4347382	36.228183	35.000000	39.000000	39.000000	4.000000	29	39	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	30065	28050	28059	33826	0		
14	120000	2	41	4484556	37.371300	37.000000	40.000000	41.000000	4.000000	31	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	30114	28538	28669	32679	0		
15	120000	2	41	4447791	37.064925	36.000000	39.000000	41.000000	5.000000	29	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	29885	29437	29158	31520	0		
16	120000	2	41	4465174	37.209783	36.000000	39.000000	41.000000	5.000000	29	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	29814	29647	29454	31085	0		
17	120000	2	41	4471300	37.260833	36.000000	40.000000	41.000000	5.000000	29	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	30271	28957	29689	31083	0		
18	120000	2	41	4473354	37.277950	36.000000	40.000000	41.000000	5.000000	29	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	30681	29322	29350	30647	0		
19	120000	2	41	4477290	37.310750	37.000000	40.000000	41.000000	4.000000	31	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	30275	29407	29543	30775	0		
20	120000	2	41	4449679	37.080658	36.000000	40.000000	41.000000	5.000000	29	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	30651	29220	29555	30574	0		
21	120000	2	41	4462187	37.184892	36.000000	40.000000	41.000000	5.000000	29	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	30650	29215	29202	30933	0		
22	120000	2	41	4464265	37.202208	36.000000	39.000000	41.000000	5.000000	29	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	30227	29550	29476	30747	0		
23	120000	2	41	4409598	36.746650	36.000000	39.000000	41.000000	5.000000	29	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	30930	28792	29922	30356	0		
24	120000	2	41	4437219	36.976825	36.000000	39.000000	41.000000	5.000000	29	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	30810	28775	29495	30920	0		
25	120000	2	41	4401801	36.681675	36.000000	39.000000	41.000000	5.000000	29	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	30544	29324	30026	30106	0		
26	120000	2	41	4410095	36.750792	36.000000	39.000000	41.000000	5.000000	29	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	30650	29644	29620	30086	0		
27	120000	2	41	4408167	36.734725	36.000000	39.000000	41.000000	5.000000	29	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	30882	29148	29058	30912	0		
28	120000	2	41	4408450	36.737083	36.000000	39.000000	41.000000	5.000000	29	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	30657	29554	29329	30460	0		
