#column	count	min	max	sum	mean	Q1	med	Q3	IQR	lW	rW	outliers	A_Count	C_Count	G_Count	T_Count	N_Count	other_bases	other_base_count
1	200913	2	34	6322664	31.469661	31.000000	31.000000	34.000000	3.000000	27	34	2,4,10,16,18,19,22,23,25,26	25691	100815	50301	24095	11		
2	200913	4	34	6236574	31.041167	31.000000	31.000000	34.000000	3.000000	27	34	4,10,16,18,19,22,23,25,26	40881	39176	41287	79481	88		
3	200913	4	34	5895223	29.342168	28.000000	31.000000	34.000000	6.000000	19	34	4,10,16,18	47132	51017	51235	51528	1		
4	200913	4	37	6763441	33.663531	33.000000	35.000000	37.000000	4.000000	27	37	4,10,15,16,19,22,25,26	62830	44461	53661	39961	0		
5	200913	4	37	6983029	34.756482	35.000000	35.000000	37.000000	2.000000	32	37	4,10,15,16,19,22,25,26,27,28,29,30,31	63192	38204	56229	43270	18		
6	200913	4	38	7068091	35.179859	35.000000	37.000000	37.000000	2.000000	32	38	4,9,10,11,14,15,16,17,18,19,21,22,23,24,25,26,27,28,29,30,31	67714	44262	43747	45189	1		
7	200913	4	38	7105406	35.365586	35.000000	37.000000	37.000000	2.000000	32	38	4,6,9,10,11,14,15,16,17,18,19,21,22,23,25,26,27,28,29,30,31	32960	47224	39347	81382	0		
8	200913	4	38	7118431	35.430415	35.000000	37.000000	37.000000	2.000000	32	38	4,9,10,11,14,15,16,17,18,19,20,21,22,23,25,26,27,28,29,30,31	42018	59119	41360	58416	0		
9	200913	4	39	7457861	37.119853	37.000000	39.000000	39.000000	2.000000	34	39	4,6,7,9,10,11,12,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33	40983	54323	42631	62976	0		
10	200913	4	39	7461252	37.136731	37.000000	39.000000	39.000000	2.000000	34	39	4,6,9,10,11,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33	69895	39063	46916	45039	0		
11	200913	4	39	7465981	37.160268	37.000000	39.000000	39.000000	2.000000	34	39	4,9,10,11,12,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33	50324	56223	54899	39467	0		
12	200913	4	39	7451910	37.090233	37.000000	39.000000	39.000000	2.000000	34	39	4,6,7,8,9,10,11,12,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33	44851	54443	47349	54270	0		
13	200913	4	39	7446778	37.064690	37.000000	39.000000	39.000000	2.000000	34	39	4,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33	50447	47169	45739	57558	0		
14	200913	4	40	7593007	37.792512	38.000000	40.000000	40.000000	2.000000	35	40	4,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34	50155	48525	47816	54417	0		
15	200913	4	40	7600906	37.831828	38.000000	40.000000	40.000000	2.000000	35	40	4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34	50912	49640	48246	52115	0		
