metric	value
source_experiment	ENCSR000EPK
source_file	ENCFF254VNR
target_bins	308837
mapq30_bed_alignments	71759765
overlap_count_sum	72008128
overlap_equal_bins	24110
overlap_missing_bins	0
overlap_max_abs_error	143.706
overlap_mean_abs_error	1.78028408
start_count_sum	71759765
start_equal_bins	24129
start_missing_bins	0
start_max_abs_error	144.219
start_mean_abs_error	1.78044693
first_chr10_bins	start,target,overlap,start_count
chr10_bin	0,0.0,0.0,0.0
chr10_bin	10000,0.262,0.0,0.0
chr10_bin	20000,0.0,0.0,0.0
chr10_bin	30000,0.0,0.0,0.0
chr10_bin	40000,1.023,0.111,0.111
chr10_bin	50000,0.656,0.139,0.139
chr10_bin	60000,1.036,0.25,0.251
chr10_bin	70000,4.077,0.903,0.906
chr10_bin	80000,4.038,2.083,2.09
chr10_bin	90000,1.835,1.486,1.491
chr10_bin	100000,2.229,1.597,1.603
chr10_bin	110000,1.036,1.444,1.449
chr10_bin	120000,2.019,5.61,5.63
chr10_bin	130000,18.918,6.735,6.717
chr10_bin	140000,0.97,1.75,1.742
chr10_bin	150000,1.075,1.167,1.171
chr10_bin	160000,1.127,2.014,2.007
chr10_bin	170000,0.931,1.736,1.742
chr10_bin	180000,1.416,1.583,1.589
chr10_bin	190000,1.232,1.736,1.742
chr10_bin	200000,0.892,1.319,1.324
chr10_bin	210000,1.049,1.472,1.477
chr10_bin	220000,1.036,1.694,1.672
chr10_bin	230000,1.967,1.875,1.881
chr10_bin	240000,2.124,1.611,1.617
chr10_bin	250000,2.203,2.208,2.202
chr10_bin	260000,2.819,2.028,2.035
chr10_bin	270000,3.409,2.569,2.55
chr10_bin	280000,3.54,2.764,2.773
chr10_bin	290000,1.953,2.014,2.007
chr10_bin	300000,3.343,2.764,2.759
chr10_bin	310000,5.165,2.736,2.731
chr10_bin	320000,4.628,2.208,2.216
chr10_bin	330000,3.841,1.694,1.686
chr10_bin	340000,2.57,1.93,1.937
chr10_bin	350000,5.139,2.5,2.48
chr10_bin	360000,3.802,3.208,3.205
chr10_bin	370000,3.12,2.333,2.327
chr10_bin	380000,4.536,4.611,4.613
chr10_bin	390000,3.907,4.18,4.167
chr10_bin	400000,1.783,1.403,1.407
chr10_bin	410000,2.661,2.291,2.285
chr10_bin	420000,1.757,1.75,1.756
chr10_bin	430000,2.425,1.278,1.282
chr10_bin	440000,2.937,1.472,1.477
chr10_bin	450000,11.721,2.611,2.62
chr10_bin	460000,1.442,0.667,0.669
chr10_bin	470000,12.245,2.694,2.676
chr10_bin	480000,7.381,3.916,3.916
chr10_bin	490000,4.169,2.541,2.55
chr10_bin	500000,4.143,2.875,2.871
chr10_bin	510000,10.488,3.791,3.804
chr10_bin	520000,3.723,2.694,2.703
chr10_bin	530000,3.514,2.916,2.912
chr10_bin	540000,3.514,2.611,2.62
chr10_bin	550000,5.86,2.708,2.717
chr10_bin	560000,2.465,2.694,2.703
chr10_bin	570000,2.543,2.014,2.007
chr10_bin	580000,2.779,2.028,2.035
chr10_bin	590000,3.396,2.5,2.508
chr10_bin	600000,2.963,2.347,2.355
chr10_bin	610000,4.458,2.736,2.717
chr10_bin	620000,5.349,3.402,3.4
chr10_bin	630000,2.806,2.319,2.327
chr10_bin	640000,3.028,1.903,1.909
chr10_bin	650000,2.95,2.347,2.355
chr10_bin	660000,3.146,2.472,2.48
chr10_bin	670000,1.849,1.972,1.951
chr10_bin	680000,3.487,2.25,2.244
chr10_bin	690000,3.448,2.347,2.355
chr10_bin	700000,1.94,1.694,1.686
chr10_bin	710000,1.573,1.903,1.909
chr10_bin	720000,2.543,2.028,2.021
chr10_bin	730000,1.232,1.194,1.198
chr10_bin	740000,1.127,0.833,0.822
chr10_bin	750000,1.835,1.68,1.686
chr10_bin	760000,0.996,1.139,1.115
chr10_bin	770000,4.208,2.611,2.62
chr10_bin	780000,6.372,2.972,2.982
chr10_bin	790000,3.146,1.75,1.728
chr10_bin	800000,4.825,5.291,5.309
chr10_bin	810000,3.763,3.152,3.135
chr10_bin	820000,3.645,3.152,3.135
chr10_bin	830000,1.547,1.75,1.756
chr10_bin	840000,2.504,2.527,2.536
chr10_bin	850000,1.98,2.236,2.23
chr10_bin	860000,2.478,2.0,2.007
chr10_bin	870000,2.884,2.93,2.912
chr10_bin	880000,2.15,1.736,1.742
chr10_bin	890000,1.259,1.458,1.449
chr10_bin	900000,2.53,2.041,2.035
chr10_bin	910000,2.216,2.389,2.383
chr10_bin	920000,2.622,3.597,3.609
chr10_bin	930000,42.53,51.619,51.631
chr10_bin	940000,3.723,30.802,30.909
chr10_bin	950000,3.146,2.097,2.104
chr10_bin	960000,2.675,2.291,2.299
chr10_bin	970000,2.963,3.541,3.554
chr10_bin	980000,45.978,26.566,26.658
chr10_bin	990000,2.216,2.486,2.494
