sample 'ENCFF186BOY.bigWig _ENCSR597URK alpha2 signal__0.bw'
matching_canonical_bins 308837
signal_target_pearson 0.988804652833
signal_target_mean_abs_error 0.244521945426
signal_target_max_abs_error 88.376166810886
rounded_equal_bins 25204
chr10 0 0.000000 0.034506
chr10 10000 0.262000 0.509069
chr10 20000 0.000000 0.023856
chr10 30000 0.000000 0.011928
chr10 40000 1.022999 1.206856
chr10 50000 0.655999 0.858389
chr10 60000 1.035999 1.159996
chr10 70000 4.076995 5.555457
chr10 80000 4.037995 4.468307
chr10 90000 1.834998 1.758952
chr10 100000 2.228997 2.196026
chr10 110000 1.035999 1.252012
chr10 120000 2.018998 1.931480
chr10 130000 18.917978 18.721822
chr10 140000 0.969999 0.994709
chr10 150000 1.074999 1.112284
chr10 160000 1.126999 1.111007
chr10 170000 0.930999 0.995987
chr10 180000 1.415998 1.493554
chr10 190000 1.231999 1.489293
sample 'ENCFF831JZM.bigWig _ENCSR163GMC alpha2 signal__1.bw'
matching_canonical_bins 308837
signal_target_pearson 0.793061607508
signal_target_mean_abs_error 1.929984466047
signal_target_max_abs_error 196.161385583707
rounded_equal_bins 22406
chr10 0 0.000000 0.009750
chr10 10000 0.262000 0.555747
chr10 20000 0.000000 0.022750
chr10 30000 0.000000 0.058500
chr10 40000 1.022999 1.004652
chr10 50000 0.655999 1.500275
chr10 60000 1.035999 1.193151
chr10 70000 4.076995 6.281005
chr10 80000 4.037995 5.070384
chr10 90000 1.834998 1.921961
chr10 100000 2.228997 2.304646
chr10 110000 1.035999 2.300584
chr10 120000 2.018998 2.090554
chr10 130000 18.917978 10.675395
chr10 140000 0.969999 3.200830
chr10 150000 1.074999 1.472650
chr10 160000 1.126999 1.080214
chr10 170000 0.930999 1.557150
chr10 180000 1.415998 2.229896
chr10 190000 1.231999 1.624587
sample ALL_COLUMNS_SUM
matching_canonical_bins 308837
signal_target_pearson 0.964443721132
signal_target_mean_abs_error 1.040585548006
signal_target_max_abs_error 115.228387736495
rounded_equal_bins 22307
chr10 0 0.000000 0.022129
chr10 10000 0.262000 0.532407
chr10 20000 0.000000 0.023303
chr10 30000 0.000000 0.035213
chr10 40000 1.022999 1.105758
chr10 50000 0.655999 1.179318
chr10 60000 1.035999 1.176573
chr10 70000 4.076995 5.918215
chr10 80000 4.037995 4.769332
chr10 90000 1.834998 1.840453
chr10 100000 2.228997 2.250334
chr10 110000 1.035999 1.776275
chr10 120000 2.018998 2.011014
chr10 130000 18.917978 14.698788
chr10 140000 0.969999 2.097720
chr10 150000 1.074999 1.292459
chr10 160000 1.126999 1.095611
chr10 170000 0.930999 1.276556
chr10 180000 1.415998 1.861709
chr10 190000 1.231999 1.556937
