metric	value
source_experiment	ENCSR597URK
source_file	ENCFF051GHB
target_bins	308837
mapq30_bed_alignments	75818424
overlap_count_sum	76275859
overlap_equal_bins	308837
overlap_missing_bins	0
overlap_max_abs_error	0
overlap_mean_abs_error	0
start_count_sum	75818424
start_equal_bins	27957
start_missing_bins	0
start_max_abs_error	32.87
start_mean_abs_error	0.0280900345
first_chr10_bins	start,target,overlap,start_count
chr10_bin	0,0.0,0.0,0.0
chr10_bin	10000,0.262,0.262,0.264
chr10_bin	20000,0.0,0.0,0.0
chr10_bin	30000,0.0,0.0,0.0
chr10_bin	40000,1.023,1.023,1.029
chr10_bin	50000,0.656,0.656,0.659
chr10_bin	60000,1.036,1.036,1.042
chr10_bin	70000,4.077,4.077,4.102
chr10_bin	80000,4.038,4.038,4.023
chr10_bin	90000,1.835,1.835,1.847
chr10_bin	100000,2.229,2.229,2.242
chr10_bin	110000,1.036,1.036,1.042
chr10_bin	120000,2.019,2.019,2.031
chr10_bin	130000,18.918,18.918,18.993
chr10_bin	140000,0.97,0.97,0.976
chr10_bin	150000,1.075,1.075,1.082
chr10_bin	160000,1.127,1.127,1.134
chr10_bin	170000,0.931,0.931,0.936
chr10_bin	180000,1.416,1.416,1.398
chr10_bin	190000,1.232,1.232,1.24
chr10_bin	200000,0.892,0.892,0.884
chr10_bin	210000,1.049,1.049,1.029
chr10_bin	220000,1.036,1.036,1.042
chr10_bin	230000,1.967,1.967,1.978
chr10_bin	240000,2.124,2.124,2.137
chr10_bin	250000,2.203,2.203,2.216
chr10_bin	260000,2.819,2.819,2.836
chr10_bin	270000,3.409,3.409,3.376
chr10_bin	280000,3.54,3.54,3.495
chr10_bin	290000,1.953,1.953,1.965
chr10_bin	300000,3.343,3.343,3.363
chr10_bin	310000,5.165,5.165,5.197
chr10_bin	320000,4.628,4.628,4.629
chr10_bin	330000,3.841,3.841,3.812
chr10_bin	340000,2.57,2.57,2.519
chr10_bin	350000,5.139,5.139,5.17
chr10_bin	360000,3.802,3.802,3.825
chr10_bin	370000,3.12,3.12,3.139
chr10_bin	380000,4.536,4.536,4.564
chr10_bin	390000,3.907,3.907,3.904
chr10_bin	400000,1.783,1.783,1.741
chr10_bin	410000,2.661,2.661,2.677
chr10_bin	420000,1.757,1.757,1.767
chr10_bin	430000,2.425,2.425,2.44
chr10_bin	440000,2.937,2.937,2.928
chr10_bin	450000,11.721,11.721,11.791
chr10_bin	460000,1.442,1.442,1.345
chr10_bin	470000,12.245,12.245,12.319
chr10_bin	480000,7.381,7.381,7.426
chr10_bin	490000,4.169,4.169,4.194
chr10_bin	500000,4.143,4.143,4.168
chr10_bin	510000,10.488,10.488,10.552
chr10_bin	520000,3.723,3.723,3.719
chr10_bin	530000,3.514,3.514,3.456
chr10_bin	540000,3.514,3.514,3.535
chr10_bin	550000,5.86,5.86,5.896
chr10_bin	560000,2.465,2.465,2.453
chr10_bin	570000,2.543,2.543,2.506
chr10_bin	580000,2.779,2.779,2.743
chr10_bin	590000,3.396,3.396,3.416
chr10_bin	600000,2.963,2.963,2.981
chr10_bin	610000,4.458,4.458,4.432
chr10_bin	620000,5.349,5.349,5.381
chr10_bin	630000,2.806,2.806,2.757
chr10_bin	640000,3.028,3.028,3.034
chr10_bin	650000,2.95,2.95,2.941
chr10_bin	660000,3.146,3.146,3.165
chr10_bin	670000,1.849,1.849,1.86
chr10_bin	680000,3.487,3.487,3.442
chr10_bin	690000,3.448,3.448,3.469
chr10_bin	700000,1.94,1.94,1.952
chr10_bin	710000,1.573,1.573,1.583
chr10_bin	720000,2.543,2.543,2.506
chr10_bin	730000,1.232,1.232,1.24
chr10_bin	740000,1.127,1.127,1.068
chr10_bin	750000,1.835,1.835,1.847
chr10_bin	760000,0.996,0.996,0.95
chr10_bin	770000,4.208,4.208,4.207
chr10_bin	780000,6.372,6.372,6.41
chr10_bin	790000,3.146,3.146,3.126
chr10_bin	800000,4.825,4.825,4.854
chr10_bin	810000,3.763,3.763,3.706
chr10_bin	820000,3.645,3.645,3.667
chr10_bin	830000,1.547,1.547,1.556
chr10_bin	840000,2.504,2.504,2.506
chr10_bin	850000,1.98,1.98,1.992
chr10_bin	860000,2.478,2.478,2.466
chr10_bin	870000,2.884,2.884,2.902
chr10_bin	880000,2.15,2.15,2.163
chr10_bin	890000,1.259,1.259,1.266
chr10_bin	900000,2.53,2.53,2.546
chr10_bin	910000,2.216,2.216,2.229
chr10_bin	920000,2.622,2.622,2.638
chr10_bin	930000,42.53,42.53,42.786
chr10_bin	940000,3.723,3.723,3.746
chr10_bin	950000,3.146,3.146,3.126
chr10_bin	960000,2.675,2.675,2.638
chr10_bin	970000,2.963,2.963,2.902
chr10_bin	980000,45.978,45.978,46.229
chr10_bin	990000,2.216,2.216,2.189
