#column	count	min	max	sum	mean	Q1	med	Q3	IQR	lW	rW	outliers	A_Count	C_Count	G_Count	T_Count	N_Count	other_bases	other_base_count
1	200112	4	34	6296408	31.464420	31.000000	31.000000	34.000000	3.000000	27	34	4,10,16,18,19,22,23,25,26	25558	100523	50037	23983	11		
2	200112	4	34	6210364	31.034441	31.000000	31.000000	34.000000	3.000000	27	34	4,10,16,18,19,22,23,25,26	40765	38933	41001	79325	88		
3	200112	4	34	5868725	29.327202	28.000000	31.000000	34.000000	6.000000	19	34	4,10,16,18	46988	50790	50960	51373	1		
4	200112	4	37	6737569	33.668990	33.000000	35.000000	37.000000	4.000000	27	37	4,10,15,16,19,22,25,26	62685	44225	53367	39835	0		
5	200112	4	37	6956731	34.764187	35.000000	35.000000	37.000000	2.000000	32	37	4,10,15,16,19,22,25,26,27,28,29,30,31	63032	37965	55950	43147	18		
6	200112	4	38	7039093	35.175767	35.000000	37.000000	37.000000	2.000000	32	38	4,9,10,11,14,15,16,17,18,19,21,22,23,24,25,26,27,28,29,30,31	67568	44002	43470	45071	1		
7	200112	4	38	7076109	35.360743	35.000000	37.000000	37.000000	2.000000	32	38	4,6,9,10,11,15,16,17,18,19,21,22,23,25,26,27,28,29,30,31	32808	47013	39045	81246	0		
8	200112	4	38	7089066	35.425492	35.000000	37.000000	37.000000	2.000000	32	38	4,9,10,11,14,15,16,17,18,19,20,21,22,23,25,26,27,28,29,30,31	41870	58883	41059	58300	0		
9	200112	4	39	7428473	37.121577	37.000000	39.000000	39.000000	2.000000	34	39	4,6,7,9,10,11,12,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33	40844	54080	42335	62853	0		
10	200112	4	39	7431675	37.137578	37.000000	39.000000	39.000000	2.000000	34	39	4,6,9,10,11,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33	69741	38799	46654	44918	0		
11	200112	4	39	7436525	37.161814	37.000000	39.000000	39.000000	2.000000	34	39	4,9,10,11,12,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33	50186	55962	54625	39339	0		
12	200112	4	39	7422101	37.089735	37.000000	39.000000	39.000000	2.000000	34	39	4,6,7,8,9,10,11,12,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33	44668	54194	47093	54157	0		
13	200112	4	39	7417406	37.066273	37.000000	39.000000	39.000000	2.000000	34	39	4,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33	50327	46912	45446	57427	0		
